
Integration time [ms]: 1000,000
Averaging Nr. [scans]: 10
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1803151U1
Wave   ;Sample   ;Dark     ;Reference;Transmittance
 219,95;  595,910;  535,776;  657,363;49,45760
 220,55;  508,689;  491,549;  588,323;17,71136
 221,15;  729,896;  671,059;  761,266;65,22515
 221,75;  489,156;  454,292;  564,935;31,51033
 222,35;  580,114;  549,096;  522,769; 0,00000
 222,95;  801,049;  730,240;  880,906;46,99721
 223,55;  751,692;  697,511;  763,814;81,71756
 224,15;  634,913;  591,680;  720,940;33,44658
 224,75;  573,182;  543,583;  585,254;71,03001
 225,35;  502,472;  462,570;  535,734;54,53725
 225,95;  678,141;  622,531;  747,963;44,33526
 226,55;  473,918;  467,744;  553,220; 7,22363
 227,15;  462,174;  466,529;  501,437;-12,47766
 227,75;  753,649;  692,540;  843,906;40,37156
 228,34;  533,390;  494,693;  599,197;37,02895
 228,94;  643,800;  595,120;  643,757;100,08797
 229,54;  427,291;  449,266;  447,940; 0,00000
 230,14;  554,820;  539,903;  527,923; 0,00000
 230,74;  430,136;  465,581;  463,723; 0,00000
 231,34;  458,208;  464,288;  501,614;-16,28810
 231,94;  580,828;  567,771;  611,780;29,66962
 232,54;  418,711;  441,592;  455,191;-168,24336
 233,14;  563,934;  562,079;  627,934; 2,81767
 233,74;  430,585;  446,159;  476,786;-50,84821
 234,33;  449,920;  448,203;  511,923; 2,69426
 234,93;  471,869;  459,666;  494,157;35,37951
 235,53;  479,198;  475,318;  521,969; 8,31747
 236,13;  542,948;  529,496;  626,031;13,93447
 236,73;  531,676;  525,747;  565,054;15,08452
 237,33;  551,994;  497,499;  638,563;38,63174
 237,93;  826,028;  753,413;  922,866;42,85246
 238,53;  476,092;  473,953;  555,900; 2,61041
 239,12;  893,220;  805,846;  988,009;47,96474
 239,72;  748,870;  695,281;  762,986;79,15041
 240,32;  291,711;  348,205;  338,231; 0,00000
 240,92;  364,829;  388,715;  400,654;-200,06083
 241,52;  436,748;  423,196;  439,031;85,57971
 242,12;  660,181;  621,339;  636,380;258,24162
 242,72;  427,637;  424,925;  466,597; 6,50792
 243,31;  426,289;  416,207;  448,237;31,47843
 243,91;  525,097;  521,216;  669,180; 2,62264
 244,51;  381,337;  383,883;  406,511;-11,24801
 245,11; 1013,754;  908,604; 1029,186;87,20224
 245,71;  712,447;  638,138;  791,117;48,57469
 246,31;  754,710;  708,090;  876,403;27,69828
 246,90;  834,337;  773,683;  913,511;43,37785
 247,50;  398,036;  424,681;  414,723; 0,00000
 248,10;  498,497;  505,574;  511,094;-128,20086
 248,70;  340,526;  343,653;  363,163;-16,03138
 249,30;  488,513;  500,351;  547,894;-24,90041
 249,90;  398,827;  398,027;  397,906; 0,00000
 250,49;  499,344;  484,948;  525,580;35,42972
 251,09;  452,186;  439,603;  429,660; 0,00000
 251,69;  584,653;  558,002;  647,397;29,81199
 252,29;  562,316;  511,298;  644,557;38,28471
 252,89;  492,921;  493,319;  540,751;-0,83879
 253,48;  455,637;  450,683;  477,511;18,46800
 254,08;  362,100;  350,820;  353,757;384,06538
 254,68;  316,834;  325,779;  331,934;-145,30626
 255,28;  511,459;  519,468;  533,466;-57,21300
 255,88;  480,000;  444,120;  512,757;52,27460
 256,47;  351,128;  357,913;  424,866;-10,13463
 257,07;  478,926;  499,811;  537,077;-56,04287
 257,67;  623,190;  561,993;  717,197;39,42985
 258,27;  502,833;  508,677;  559,146;-11,57940
 258,86;  658,561;  590,456;  722,214;51,68937
 259,46;  469,021;  440,019;  462,751;127,58131
 260,06;  492,410;  509,348;  508,317; 0,00000
 260,66;  447,557;  443,022;  471,803;15,75665
 261,26;  754,777;  690,191;  795,929;61,08160
 261,85;  284,872;  318,141;  343,688;-130,22596
 262,45;  497,746;  472,794;  565,243;26,99028
 263,05;  485,214;  479,996;  590,769; 4,71099
 263,65;  307,955;  337,620;  333,014; 0,00000
 264,24;  706,863;  617,958;  733,003;77,27813
 264,84;  558,942;  547,188;  630,877;14,04422
 265,44;  597,162;  576,572;  642,043;31,44970
 266,04;  400,921;  414,019;  414,751; 0,00000
 266,63;  487,869;  460,424;  582,072;22,56153
 267,23;  262,889;  337,520;  306,277; 0,00000
 267,83;  491,398;  458,318;  566,969;30,44643
 268,42;  367,549;  371,098;  463,820;-3,82729
 269,02;  697,152;  659,716;  753,437;39,94421
 269,62;  507,591;  478,609;  549,026;41,15797
 270,22;  280,661;  294,370;  324,254;-45,87336
 270,81;  517,005;  479,726;  588,123;34,39067
 271,41;  446,363;  471,987;  547,871;-33,76747
 272,01;  474,579;  475,493;  486,717;-8,14534
 272,61;  464,237;  435,525;  504,597;41,56799
 273,20;  570,371;  550,097;  581,814;63,92042
 273,80;  389,519;  391,959;  394,049;-116,79350
 274,40;  314,516;  310,355;  304,471; 0,00000
 274,99;  444,520;  449,617;  446,963; 0,00000
 275,59;  550,021;  510,361;  570,837;65,57900
 276,19;  618,966;  568,633;  710,534;35,47007
 276,78;  500,035;  437,823;  529,809;67,63270
 277,38;  370,272;  350,427;  391,649;48,14216
 277,98;  402,601;  397,436;  387,586; 0,00000
 278,57;  381,237;  349,225;  388,597;81,30573
 279,17;  452,966;  428,320;  560,494;18,64692
 279,77; 1023,231;  909,717; 1052,443;79,53272
 280,37;  398,197;  429,788;  428,134; 0,00000
 280,96;  363,872;  367,041;  382,688;-20,25514
 281,56;  277,325;  285,167;  325,203;-19,58705
 282,16;  358,133;  375,035;  381,060;-280,50568
 282,75;  354,110;  326,676;  371,363;61,39152
 283,35;  425,317;  420,713;  503,386; 5,56834
 283,95;  403,826;  398,325;  398,117; 0,00000
 284,54;  398,792;  397,524;  443,854; 2,73624
 285,14;  431,693;  413,926;  481,643;26,23769
 285,73;  576,530;  521,073;  586,569;84,67264
 286,33;  353,404;  338,540;  416,163;19,14926
 286,93;  366,693;  360,326;  435,643; 8,45398
 287,52;  461,706;  470,299;  513,866;-19,72524
 288,12;  528,032;  507,090;  609,186;20,51211
 288,72;  533,059;  519,581;  586,505;20,13806
 289,31;  505,461;  493,927;  616,168; 9,43515
 289,91;  700,119;  624,159;  754,049;58,48050
 290,51;  459,836;  410,081;  564,723;32,17436
 291,10;  525,474;  499,687;  557,351;44,71923
 291,70;  328,479;  352,764;  345,671; 0,00000
 292,29;  506,422;  450,805;  528,711;71,38891
 292,89;  409,534;  391,079;  477,934;21,24858
 293,49;  508,133;  469,535;  531,060;62,73630
 294,08;  261,698;  256,832;  281,008;20,12686
 294,68;  364,348;  348,154;  382,946;46,54687
 295,28;  461,121;  437,061;  580,837;16,73401
 295,87;  410,119;  370,601;  441,134;56,02664
 296,47;  448,122;  405,663;  467,626;68,52375
 297,06;  501,187;  462,761;  529,574;57,51260
 297,66;  317,846;  333,008;  247,283; 0,00000
 298,26;  210,558;  227,824;  168,591; 0,00000
 298,85;  489,556;  458,764;  568,889;27,96123
 299,45;  437,389;  393,907;  435,237;105,20727
 300,04;  425,710;  391,090;  448,403;60,40468
 300,64;  444,389;  387,049;  517,323;44,01490
 301,23;  501,717;  480,613;  508,386;75,98717
 301,83;  490,708;  433,988;  492,614;96,74848
 302,43;  449,260;  432,225;  515,380;20,48486
 303,02;  392,726;  356,753;  447,163;39,78818
 303,62;  419,276;  384,089;  488,140;33,81673
 304,21;  595,479;  513,479;  725,677;38,64314
 304,81;  593,286;  509,803;  617,660;77,40188
 305,40;  448,055;  395,048;  520,060;42,40141
 306,00;  418,613;  385,051;  462,894;43,11466
 306,59;  494,528;  450,213;  576,866;34,98909
 307,19;  328,290;  309,364;  330,151;91,04480
 307,79;  439,145;  404,392;  402,454; 0,00000
 308,38;  490,009;  400,961;  536,535;65,68258
 308,98;  335,820;  310,803;  375,923;38,41670
 309,57;  329,011;  331,505;  367,231;-6,98320
 310,17;  419,429;  485,429;  505,516;-328,57234
 310,76;  469,111;  530,164;  513,968; 0,00000
 311,36;  405,975;  415,116;  465,220;-18,24585
 311,95;  330,756;  300,506;  382,974;36,68016
 312,55;  707,250;  691,727;  756,688;23,89521
 313,14;  274,078;  272,607;  347,757; 1,95815
 313,74;  290,584;  291,857;  318,997;-4,68990
 314,33;  469,125;  412,709;  537,289;45,28476
 314,93;  524,705;  481,184;  669,037;23,16761
 315,52;  504,582;  473,355;  576,208;30,36113
 316,12;  412,880;  365,295;  466,506;47,01606
 316,71; 1228,699; 1082,934; 1388,797;47,65712
 317,31;  227,045;  244,550;  258,368;-126,67759
 317,90;  309,187;  325,918;  414,488;-18,89014
 318,50;  291,884;  298,157;  308,997;-57,86543
 319,09;  254,952;  243,602;  274,397;36,85784
 319,69;  401,509;  366,246;  451,528;41,34821
 320,28;  450,999;  430,076;  540,883;18,88228
 320,88;  384,103;  358,224;  455,334;26,64892
 321,47;  277,184;  284,657;  316,997;-23,10681
 322,07;  291,038;  327,040;  356,426;-122,51941
 322,66;  310,500;  283,278;  337,671;50,04727
 323,26;  346,520;  304,546;  461,009;26,82682
 323,85;  397,845;  390,250;  466,368; 9,97825
 324,45;  254,525;  250,967;  311,203; 5,90709
 325,04;  308,136;  273,981;  349,723;45,09398
 325,64;  396,535;  373,737;  464,848;25,02227
 326,23;  343,987;  325,461;  372,574;39,32250
 326,83;  525,174;  461,487;  577,351;54,96692
 327,42;  368,058;  352,024;  446,591;16,95555
 328,01;  396,528;  366,771;  380,780;212,41504
 328,61;  186,192;  201,324;  201,854; 0,00000
 329,20;  513,145;  441,892;  600,454;44,93672
 329,80;  237,060;  219,154;  300,426;22,03167
 330,39;  369,887;  340,261;  390,574;58,88318
 330,99;  250,856;  246,164;  302,889; 8,27193
 331,58;  289,058;  291,466;  309,677;-13,22346
 332,17;  445,700;  415,478;  576,671;18,74916
 332,77;  617,216;  551,998;  695,557;45,42926
 333,36;  368,631;  319,817;  429,443;44,52758
 333,96;  196,212;  226,650;  254,106;-110,86022
 334,55;  272,738;  244,927;  312,386;41,22738
 335,15;  297,499;  281,076;  306,883;63,63789
 335,74;  368,549;  324,398;  372,820;91,18054
 336,33;  281,958;  273,266;  372,677; 8,74327
 336,93;  347,773;  342,885;  418,563; 6,45829
 337,52;  347,725;  364,367;  439,203;-22,23778
 338,12;  390,774;  365,387;  376,351;231,54335
 338,71;  342,864;  325,574;  427,831;16,90828
 339,30;  514,027;  469,169;  573,991;42,79405
 339,90;  281,389;  296,678;  320,191;-65,02223
 340,49;  350,639;  308,185;  411,300;41,17162
 341,08;  348,861;  360,527;  417,168;-20,59705
 341,68;  353,358;  338,766;  342,677;373,06327
 342,27;  455,200;  434,478;  491,671;36,23217
 342,87;  343,399;  336,534;  389,797;12,88981
 343,46;  554,337;  487,625;  678,597;34,93280
 344,05;  388,224;  381,965;  426,414;14,08037
 344,65;  506,937;  454,925;  565,597;46,99638
 345,24;  479,926;  421,711;  502,077;72,43740
 345,83;  518,408;  450,530;  579,700;52,54895
 346,43;  273,634;  251,979;  330,934;27,42756
 347,02;  275,875;  241,731;  342,226;33,97592
 347,61;  238,406;  264,100;  278,866;-174,00440
 348,21;  523,549;  470,398;  651,820;29,29704
 348,80;  159,464;  181,974;  214,831;-68,50699
 349,40;  267,836;  257,281;  293,723;28,96410
 349,99;  299,066;  274,920;  362,494;27,57244
 350,58;  355,572;  351,799;  346,603; 0,00000
 351,18;  378,246;  348,394;  391,243;69,66891
 351,77;  289,585;  292,759;  359,786;-4,73437
 352,36;  275,500;  233,120;  312,757;53,21613
 352,96;  195,683;  178,899;  174,083; 0,00000
 353,55;  423,347;  401,210;  401,071; 0,00000
 354,14;  339,627;  308,069;  425,991;26,76145
 354,73;  186,479;  179,493;  216,717;18,76671
 355,33;  270,289;  257,207;  358,237;12,94926
 355,92;  356,335;  322,637;  350,848;119,44694
 356,51;  214,380;  189,609;  217,546;88,66805
 357,11;  269,808;  224,301;  350,654;36,01513
 357,70;  360,394;  325,642;  389,471;54,44610
 358,29;  269,004;  239,940;  383,163;20,29299
 358,89;  283,464;  258,531;  329,746;35,01091
 359,48;  299,584;  261,628;  296,951;107,45301
 360,07;  507,847;  425,010;  566,071;58,72444
 360,66;  346,795;  329,199;  445,385;15,14416
 361,26;  513,631;  465,460;  584,351;40,51674
 361,85;  376,136;  280,010;  397,591;81,75320
 362,44;  368,987;  316,903;  448,482;39,58338
 363,04;  317,657;  263,709;  374,585;48,65669
 363,63;  306,086;  251,259;  326,608;72,76373
 364,22;  428,377;  339,048;  515,876;50,51725
 364,81;  386,642;  275,403;  479,739;54,43914
 365,41;  561,040;  381,101;  603,951;80,74470
 366,00;  296,520;  144,618;  338,785;78,23275
 366,59;  591,019;  384,102;  706,957;64,08985
 367,18;  908,907;  611,786;  989,648;78,63211
 367,78;  470,173;  257,228;  529,471;78,21859
 368,37;  466,406;  259,171;  499,820;86,11520
 368,96;  437,475;  231,074;  497,134;77,57695
 369,55;  560,670;  353,911;  630,854;74,65771
 370,15;  449,752;  287,287;  517,391;70,60498
 370,74;  573,838;  414,012;  595,380;88,12255
 371,33;  488,489;  359,678;  554,191;66,22241
 371,92;  641,637;  507,468;  683,505;76,21617
 372,51;  472,609;  358,475;  534,397;64,87776
 373,11;  304,900;  257,321;  342,579;55,80608
 373,70;  291,993;  237,611;  348,637;48,98124
 374,29;  249,156;  199,264;  293,711;52,82574
 374,88;  435,895;  305,757;  492,299;69,76332
 375,48;  416,257;  247,051;  495,671;68,05811
 376,07;  466,928;  307,842;  539,734;68,60354
 376,66;  330,632;  192,304;  413,225;62,61401
 377,25;  270,104;  157,869;  267,031;102,81553
 377,84;  595,606;  441,671;  697,820;60,09599
 378,44;  486,648;  372,939;  557,939;61,46407
 379,03;  300,935;  209,508;  359,802;60,83175
 379,62;  320,968;  232,664;  378,191;60,67837
 380,21;  245,116;  182,440;  298,465;54,01873
 380,80;  345,686;  251,746;  341,568;104,58482
 381,39;  214,786;  141,246;  214,568;100,29757
 381,99;  381,777;  273,076;  419,922;74,02332
 382,58;  507,601;  381,907;  536,540;81,28548
 383,17;  569,092;  407,596;  634,808;71,07714
 383,76;  691,468;  520,051;  781,151;65,65189
 384,35;  563,941;  413,216;  647,957;64,20908
 384,94;  686,218;  510,329;  819,214;56,94312
 385,54;  568,874;  433,572;  640,345;65,43474
 386,13;  312,236;  234,224;  318,631;92,42348
 386,72;  500,397;  362,859;  545,088;75,47522
 387,31;  383,104;  274,169;  413,031;78,44873
 387,90;  315,622;  231,248;  333,620;82,41901
 388,49;  316,749;  216,241;  354,728;72,57600
 389,08;  686,348;  510,239;  758,939;70,81162
 389,68;  439,987;  300,190;  483,442;76,28675
 390,27;  393,464;  276,103;  458,700;64,27346
 390,86;  407,623;  288,992;  531,494;48,91938
 391,45;  398,967;  272,407;  379,277;118,42452
 392,04;  573,324;  418,737;  637,368;70,70665
 392,63;  276,929;  154,100;  320,648;73,74961
 393,22;  342,023;  219,592;  362,494;85,67457
 393,81;  333,256;  186,435;  364,843;82,29525
 394,41;  317,085;  225,044;  350,779;73,20194
 395,00;  310,491;  210,651;  334,934;80,33269
 395,59;  202,489;  109,192;  228,231;78,37502
 396,18;  360,277;  255,576;  435,922;58,05526
 396,77;  401,954;  228,433;  454,054;76,90837
 397,36;  773,611;  560,463;  851,145;73,32675
 397,95;  406,072;  284,813;  447,642;74,46978
 398,54;  275,969;  160,509;  298,065;83,93629
 399,13;  490,153;  335,031;  550,265;72,07112
 399,72;  226,774;  123,672;  244,345;85,43865
 400,31;  321,857;  230,409;  366,585;67,15464
 400,90;  461,368;  279,551;  563,151;64,11040
 401,50;  422,566;  297,462;  419,402;102,59445
 402,09;  494,361;  343,999;  495,122;99,49616
 402,68;  456,986;  322,546;  506,568;73,05665
 403,27;  313,077;  169,076;  328,922;90,08687
 403,86;  372,720;  220,388;  403,917;83,00145
 404,45;  291,882;  139,526;  313,163;87,74435
 405,04;  544,365;  331,947;  629,574;71,37057
 405,63;  421,830;  234,044;  453,523;85,55992
 406,22;  326,663;  173,459;  379,825;74,23895
 406,81;  433,284;  258,586;  495,865;73,62559
 407,40;  536,568;  308,593;  622,237;72,68581
 407,99;  550,565;  382,161;  706,614;51,90393
 408,58;  580,332;  409,062;  613,140;83,92411
 409,17;  631,873;  421,014;  727,431;68,81438
 409,76;  606,792;  408,753;  628,722;90,03039
 410,35;  365,062;  181,943;  444,997;69,61275
 410,94;  452,523;  282,092;  539,494;66,21183
 411,53;  607,145;  422,335;  713,362;63,50255
 412,12;  431,785;  228,172;  454,825;89,83439
 412,71;  341,642;  187,531;  396,785;73,64762
 413,30;  393,341;  223,116;  430,957;81,90157
 413,89;  282,004;  128,169;  322,031;79,35308
 414,48;  342,910;  174,519;  372,271;85,15259
 415,07;  571,529;  339,087;  604,608;87,54185
 415,66;  408,900;  210,049;  463,625;78,41869
 416,25;  634,084;  401,128;  720,951;72,83893
 416,84;  763,808;  522,717;  873,482;68,73295
 417,43;  414,618;  224,229;  435,214;90,23801
 418,02;  456,977;  260,476;  491,922;84,90113
 418,61;  379,761;  207,299;  454,122;69,87264
 419,20;  395,873;  211,514;  469,431;71,47996
 419,79;  363,802;  182,209;  418,328;76,90750
 420,38;  456,656;  258,193;  551,757;67,60490
 420,97;  694,846;  426,266;  786,197;74,62000
 421,56;  438,996;  220,044;  506,260;76,49893
 422,15;  389,580;  195,180;  404,500;92,87219
 422,74;  671,765;  432,261;  744,614;76,67729
 423,33;  515,808;  276,559;  566,568;82,49699
 423,92;  578,493;  351,798;  661,597;73,17508
 424,51;  456,156;  250,135;  563,843;65,67292
 425,10;  461,210;  243,519;  519,271;78,94447
 425,69;  408,091;  184,038;  414,894;97,05330
 426,28;  438,498;  211,890;  530,923;71,02987
 426,87;  508,418;  245,115;  545,174;87,75041
 427,46;  874,965;  551,689;  901,660;92,37216
 428,04;  377,432;  132,690;  425,186;83,67382
 428,63;  510,713;  240,165;  570,934;81,79349
 429,22;  401,421;  193,533;  545,791;59,01576
 429,81;  561,294;  284,884;  668,557;72,04312
 430,40;  345,569;  101,795;  400,026;81,74017
 430,99;  587,268;  311,551;  658,151;79,54907
 431,58;  865,476;  534,518;  889,008;93,36172
 432,17;  780,077;  478,063;  818,883;88,61412
 432,76;  597,017;  322,671;  739,300;65,84906
 433,35;  639,173;  336,457;  696,517;84,07373
 433,94;  787,322;  502,035;  855,580;80,69341
 434,52;  362,009;  107,203;  449,443;74,45248
 435,11;  542,553;  255,460;  592,311;85,22840
 435,70;  471,816;  188,469;  574,511;73,39783
 436,29;  386,391;  126,638;  414,894;90,11205
 436,88;  629,742;  360,118;  738,745;71,21102
 437,47;  582,047;  270,810;  689,071;74,41221
 438,06;  560,737;  241,796;  611,551;86,25726
 438,65; 1206,729;  836,900; 1372,648;69,03030
 439,23;  456,744;  180,220;  650,534;58,79562
 439,82;  716,684;  387,986;  846,865;71,63067
 440,41;  619,750;  276,014;  701,648;80,75861
 441,00;  577,322;  284,335;  693,580;71,59220
 441,59;  689,821;  352,790;  723,705;90,86469
 442,18;  600,231;  254,446;  695,311;78,43331
 442,77;  515,858;  148,824;  581,591;84,81096
 443,35;  839,075;  429,003;  974,180;75,21821
 443,94;  735,150;  356,327;  803,688;84,67941
 444,53;  504,010;  161,819;  530,271;92,87260
 445,12;  727,342;  343,460;  869,831;72,92988
 445,71;  765,374;  357,101;  891,391;76,41403
 446,30;  866,578;  421,220;  953,797;83,62319
 446,88;  567,602;  157,151;  622,414;88,21911
 447,47;  710,759;  292,239;  804,420;81,71335
 448,06;  633,147;  196,310;  728,071;82,14916
 448,65;  774,648;  331,925;  880,900;80,64549
 449,24;  899,342;  407,618; 1024,745;79,67957
 449,82;  660,148;  250,325;  763,900;79,79819
 450,41;  683,030;  232,802;  716,437;93,09261
 451,00;  705,891;  248,038;  805,894;82,07376
 451,59;  561,088;  112,776;  613,403;89,55013
 452,18;  688,640;  200,258;  811,043;79,95983
 452,76;  656,162;  170,243;  746,997;84,25068
 453,35;  769,784;  246,328;  805,951;93,53719
 453,94;  723,243;  198,262;  805,620;86,43693
 454,53;  807,546;  266,366;  861,197;90,98055
 455,12;  874,315;  297,025;  996,637;82,51571
 455,70;  721,528;  166,742;  734,734;97,67501
 456,29;  796,803;  233,896;  941,288;79,57494
 456,88; 1039,823;  398,879; 1129,454;87,73145
 457,47; 1152,744;  464,706; 1355,494;77,23928
 458,05;  888,965;  279,247;  955,574;90,15138
 458,64;  891,357;  209,322; 1064,803;79,72530
 459,23;  801,568;  156,951;  883,151;88,76577
 459,82; 1064,955;  357,877; 1204,928;83,47527
 460,40;  939,484;  243,328; 1118,951;79,50405
 460,99;  923,299;  215,834; 1037,797;86,07023
 461,58; 1024,289;  281,378; 1102,191;90,50918
 462,17;  757,402;   57,151;  873,414;85,78741
 462,75;  869,742;  121,860;  959,831;89,24911
 463,34;  989,016;  220,669; 1152,511;82,45458
 463,93; 1031,322;  268,135; 1160,580;85,51647
 464,52; 1097,955;  253,820; 1195,014;89,68766
 465,10; 1040,670;  210,911; 1165,854;86,89097
 465,69; 1227,870;  346,239; 1306,900;91,77339
 466,28;  971,514;   92,609; 1089,808;88,13729
 466,86; 1226,219;  312,573; 1328,088;89,96867
 467,45;  926,684;   81,828; 1065,951;85,84858
 468,04;  955,608;   80,259;  985,568;96,69060
 468,63; 1121,030;  220,844; 1242,523;88,10850
 469,21; 1269,352;  263,316; 1380,437;90,05613
 469,80; 1359,602;  351,951; 1395,414;96,56796
 470,39; 1340,976;  307,547; 1444,054;90,93028
 470,97; 1151,131;  159,146; 1266,311;89,59686
 471,56; 1131,408;  150,117; 1226,483;91,16712
 472,15; 1341,324;  273,723; 1493,328;87,53660
 472,73; 1221,173;  167,157; 1295,517;93,41130
 473,32; 1394,114;  296,509; 1549,808;87,57720
 473,91; 1168,366;   97,591; 1201,448;97,00303
 474,49; 1550,632;  365,090; 1639,186;93,04971
 475,08; 1297,290;  131,422; 1436,066;89,36298
 475,67; 1371,943;  204,104; 1415,706;96,38803
 476,25; 1592,658;  362,124; 1729,591;89,98637
 476,84; 1341,510;  109,405; 1442,231;92,44307
 477,43; 1473,703;  250,853; 1586,203;91,57531
 478,01; 1558,177;  277,663; 1713,883;89,15867
 478,60; 1317,580;   77,609; 1429,546;91,71812
 479,19; 1546,032;  222,633; 1732,271;87,66330
 479,77; 1501,122;  168,777; 1693,666;87,37325
 480,36; 1482,735;  163,694; 1663,763;87,93205
 480,94; 1517,450;  141,914; 1595,648;94,62089
 481,53; 1618,451;  244,272; 1864,563;84,81065
 482,12; 1691,693;  264,868; 1898,729;87,32844
 482,70; 1620,984;  201,114; 1772,911;90,33418
 483,29; 1564,996;  131,030; 1614,220;96,68125
 483,88; 1609,972;  121,941; 1744,688;91,69823
 484,46; 1585,212;  142,807; 1844,020;84,78687
 485,05; 1645,323;  178,979; 1862,454;87,10222
 485,63; 1830,697;  327,746; 1981,048;90,90603
 486,22; 1753,124;  228,365; 1938,414;89,16461
 486,81; 1580,146;  114,066; 1769,197;88,57791
 487,39; 1714,751;  127,800; 1900,609;89,51620
 487,98; 1684,561;  135,527; 1878,168;88,89000
 488,56; 1811,848;  238,268; 2083,985;85,25574
 489,15; 1899,534;  273,950; 2084,888;89,76476
 489,74; 2024,561;  367,227; 2288,168;86,27717
 490,32; 1835,477;  191,762; 2045,883;88,65201
 490,91; 1825,887;  111,018; 2030,488;89,34075
 491,49; 1804,512;  123,807; 2015,020;88,86917
 492,08; 1850,148;  198,468; 1982,985;92,55611
 492,66; 2156,160;  394,683; 2373,294;89,02593
 493,25; 1854,296;  127,730; 2042,220;90,18415
 493,84; 2069,551;  263,514; 2352,648;86,44904
 494,42; 1985,205;  195,742; 2225,951;88,14182
 495,01; 2063,374;  302,059; 2338,305;86,49814
 495,59; 2008,936;  198,838; 2206,637;90,15336
 496,18; 1874,869;  102,295; 2154,026;86,39410
 496,76; 2030,897;  190,646; 2179,048;92,54925
 497,35; 1964,356;   94,122; 2080,803;94,13865
 497,93; 2163,929;  267,987; 2369,608;90,21331
 498,52; 1997,273;  125,657; 2147,517;92,56901
 499,10; 2162,669;  253,537; 2386,111;89,52240
 499,69; 2446,183;  439,470; 2646,037;90,94278
 500,27; 2398,541;  444,344; 2663,003;88,08010
 500,86; 2378,227;  395,869; 2612,991;89,41129
 501,44; 2518,471;  492,197; 2706,814;91,49544
 502,03; 2142,073;  139,585; 2333,563;91,27202
 502,61; 2186,652;  193,516; 2474,437;87,38294
 503,20; 2060,718;   77,357; 2241,260;91,65663
 503,78; 2257,061;  255,870; 2564,254;86,69227
 504,37; 2069,534;  113,079; 2290,934;89,83404
 504,95; 2530,495;  496,486; 2901,345;84,57914
 505,54; 2079,927;   82,769; 2356,991;87,81717
 506,12; 2353,796;  281,772; 2689,306;86,06417
 506,71; 2263,297;  134,316; 2492,180;90,29277
 507,29; 2287,126;  132,025; 2517,117;90,35714
 507,88; 2289,322;  128,705; 2497,711;91,20350
 508,46; 2186,823;   30,321; 2350,540;92,94390
 509,05; 2354,970;  130,639; 2490,900;94,24090
 509,63; 2771,523;  489,821; 3104,540;87,26375
 510,22; 2334,728;  130,885; 2626,820;88,29729
 510,80; 2825,715;  500,711; 3053,597;91,07356
 511,39; 2719,119;  406,259; 3042,049;87,74828
 511,97; 2497,340;  242,600; 2745,128;90,09847
 512,55; 2939,330;  554,931; 3283,483;87,38700
 513,14; 2466,708;  122,288; 2717,614;90,33238
 513,72; 2691,413;  297,551; 3072,894;86,25463
 514,31; 2707,001;  319,136; 3014,586;88,58874
