
Integration time [ms]: 4000,000
Averaging Nr. [scans]: 10
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1803151U1
Wave   ;Sample   ;Dark     ;Reference;Transmittance
[nm]   ;[counts] ;[counts] ;[counts] ;[%]

 332,17; 1908,599; 1979,207; 1954,672; 0,00000
 332,77; 2510,911; 2584,200; 2567,374; 0,00000
 333,36; 1348,223; 1382,194; 1389,076;-493,64257
 333,96;  792,502;  904,217;  744,375; 0,00000
 334,55;  982,729; 1104,190;  863,927; 0,00000
 335,15; 1065,138; 1114,208; 1192,901;-62,35564
 335,74; 1227,331; 1342,200; 1352,630;-1101,33892
 336,33; 1106,712; 1267,212; 1158,794; 0,00000
 336,93; 1408,924; 1518,205; 1483,496; 0,00000
 337,52; 1431,853; 1560,211; 1452,307; 0,00000
 338,12; 1449,785; 1535,204; 1623,266;-96,99945
 338,71; 1389,356; 1601,209; 1484,874; 0,00000
 339,30; 2092,814; 2224,210; 2123,077; 0,00000
 339,90; 1239,559; 1419,242; 1253,134; 0,00000
 340,49; 1368,203; 1452,205; 1493,239;-204,71398
 341,08; 1445,309; 1540,225; 1456,646; 0,00000
 341,68; 1354,912; 1365,212; 1388,794;-43,67649
 342,27; 1900,099; 1946,207; 1921,672; 0,00000
 342,87; 1532,513; 1610,223; 1665,214;-141,31373
 343,46; 2044,167; 2096,191; 2098,156;-2647,06832
 344,05; 1669,591; 1746,212; 1701,537; 0,00000
 344,65; 1946,767; 2023,191; 2100,156;-99,29627
 345,24; 1830,639; 1907,196; 2016,765;-69,87046
 345,83; 2111,431; 2147,189; 2162,210;-238,06258
 346,43; 1079,720; 1126,207; 1106,928; 0,00000
 347,02;  877,471; 1055,189;  914,724; 0,00000
 347,61; 1018,232; 1148,234; 1020,607; 0,00000
 348,21; 2131,631; 2216,200; 2132,630; 0,00000
 348,80;  694,356;  738,209;  661,874; 0,00000
 349,40;  996,181; 1031,206; 1140,698;-31,98920
 349,99; 1145,204; 1148,193; 1266,103;-2,53470
 350,58; 1428,611; 1666,235; 1477,350; 0,00000
 351,18; 1392,909; 1428,202; 1427,090; 0,00000
 351,77; 1100,187; 1195,214; 1170,969; 0,00000
 352,36; 1015,025; 1008,193; 1071,359;10,81590
 352,96;  662,652;  716,200;  755,887;-134,92718
 353,55; 1759,158; 1825,231; 1765,714; 0,00000
 354,14; 1297,314; 1280,210; 1343,077;27,20556
 354,73;  677,668;  806,202;  599,576; 0,00000
 355,33; 1031,797; 1146,197; 1050,968; 0,00000
 355,92; 1355,294; 1422,222; 1506,240;-79,65764
 356,51;  725,417;  801,231;  799,201; 0,00000
 357,11;  937,693; 1008,234;  989,377; 0,00000
 357,70; 1445,117; 1529,254; 1489,757; 0,00000
 358,29; 1039,696; 1067,220; 1121,524;-50,68606
 358,89; 1025,131; 1209,223; 1149,187; 0,00000
 359,48; 1044,689; 1093,259; 1216,366;-39,45386
 360,07; 1908,858; 1912,231; 2043,714;-2,56519
 360,66; 1356,491; 1447,269; 1408,070; 0,00000
 361,26; 2131,047; 2198,282; 2132,409; 0,00000
 361,85; 1266,418; 1233,265; 1348,177;28,85017
 362,44; 1425,973; 1515,302; 1512,073; 0,00000
 363,04; 1063,236; 1020,300; 1123,127;41,75603
 363,63; 1117,587; 1100,317; 1093,615; 0,00000
 364,22; 1484,920; 1455,321; 1556,994;29,11138
 364,81; 1230,313; 1163,337; 1167,279;1698,86673
 365,41; 1898,151; 1782,337; 1881,509;116,78137
 366,00;  773,482;  624,332;  833,184;71,41405
 366,59; 1808,432; 1882,302; 1893,559;-656,21632
 367,18; 3221,743; 3068,308; 3433,398;42,02672
 367,78; 1346,548; 1262,293; 1359,829;86,38377
 368,37; 1187,094; 1067,279; 1213,773;81,78827
 368,96;  990,996;  762,278; 1080,057;71,97399
 369,55; 1699,538; 1523,265; 1793,434;65,24542
 370,15; 1481,404; 1370,273; 1517,192;75,64112
 370,74; 2075,179; 1903,265; 2159,948;66,97528
 371,33; 1718,759; 1618,242; 1747,134;77,98509
 371,92; 2305,492; 2245,280; 2337,490;65,29941
 372,51; 1674,816; 1704,277; 1700,314; 0,00000
 373,11; 1104,424; 1143,296; 1065,005; 0,00000
 373,70; 1034,718; 1190,299; 1072,154; 0,00000
 374,29;  960,450;  975,315;  969,669; 0,00000
 374,88; 1379,366; 1357,283; 1441,382;26,25781
 375,48; 1296,162; 1340,286; 1420,814;-54,79254
 376,07; 1433,337; 1326,254; 1586,014;41,22392
 376,66; 1036,634;  949,267; 1068,867;73,04948
 377,25;  650,933;  488,279;  729,003;67,56857
 377,84; 2181,694; 2123,279; 2292,773;34,46444
 378,44; 1830,895; 1778,290; 1935,193;33,52708
 379,03;  924,756;  871,266; 1005,407;39,87626
 379,62;  995,890; 1017,281; 1089,206;-29,74044
 380,21;  661,236;  682,289;  632,707; 0,00000
 380,80; 1131,299; 1126,287; 1133,761;67,05652
 381,39;  548,199;  529,287;  673,761;13,08989
 381,99; 1200,157; 1182,277; 1180,827; 0,00000
 382,58; 1772,836; 1809,266; 1862,150;-68,88636
 383,17; 2131,269; 2057,270; 2259,529;36,58614
 383,76; 2225,802; 2241,251; 2411,352;-9,08227
 384,35; 2004,201; 1937,263; 2145,488;32,14693
 384,94; 2562,209; 2619,259; 2617,623; 0,00000
 385,54; 2083,935; 2011,278; 2148,287;53,03077
 386,13;  944,005; 1009,295; 1124,032;-56,90392
 386,72; 1760,927; 1791,283; 1815,152;-127,17426
 387,31; 1257,533; 1159,279; 1319,003;61,51464
 387,90;  993,180; 1070,286;  951,788; 0,00000
 388,49;  998,556;  986,289;  977,964; 0,00000
 389,08; 2444,195; 2261,290; 2616,193;51,53654
 389,68; 1440,285; 1432,272; 1491,219;13,59401
 390,27; 1303,093; 1340,268; 1408,353;-54,59958
 390,86; 1325,967; 1293,271; 1276,245; 0,00000
 391,45; 1301,516; 1283,266; 1456,894;10,51060
 392,04; 2072,554; 1975,256; 2139,703;59,16645
 392,63;  612,212;  522,269;  745,326;40,32281
 393,22; 1009,067;  996,271; 1066,245;18,28634
 393,81;  934,813;  877,257; 1005,190;44,98934
 394,41;  929,138;  944,288;  967,990;-63,91976
 395,00;  931,482;  912,285; 1057,071;13,25882
 395,59;  432,947;  499,272;  478,989; 0,00000
 396,18; 1135,557; 1120,277; 1182,827;24,42898
 396,77; 1223,552; 1215,257; 1304,420; 9,30273
 397,36; 2816,690; 2812,247; 3003,229; 2,32632
 397,95; 1288,499; 1286,264; 1414,204; 1,74671
 398,54;  813,077;  742,266;  933,664;36,99677
 399,13; 1623,691; 1596,258; 1779,650;14,95849
 399,72;  498,635;  524,278;  524,287; 0,00000
 400,31;  939,636; 1072,300;  966,127; 0,00000
 400,90; 1320,002; 1271,251; 1444,352;28,16349
 401,50; 1390,229; 1429,282; 1409,436; 0,00000
 402,09; 1649,371; 1550,269; 1756,813;47,98107
 402,68; 1484,699; 1518,287; 1615,761;-34,45949
 403,27;  859,257;  870,277;  910,827;-27,17547
 403,86;  875,745;  968,273;  956,705; 0,00000
 404,45;  697,927;  647,260;  765,596;42,81686
 405,04; 1801,480; 1679,253; 1814,811;90,16575
 405,63; 1190,598; 1191,253; 1345,784;-0,42388
 406,22;  804,507;  771,283;  896,895;26,44933
 406,81; 1288,463; 1238,274; 1438,678;25,04412
 407,40; 1559,228; 1594,237; 1594,039; 0,00000
 407,99; 1791,668; 1804,282; 1835,666;-40,19456
 408,58; 1693,109; 1770,282; 1812,179;-184,19735
 409,17; 2054,860; 1960,264; 2093,974;70,74728
 409,76; 1958,244; 1959,285; 2082,842;-0,84274
 410,35;  887,458;  807,254;  915,271;74,25109
 410,94; 1283,967; 1318,271; 1328,245;-343,93327
 411,53; 1977,672; 1993,291; 2129,653;-11,45374
 412,12; 1026,475;  968,244; 1111,824;40,55677
 412,71;  848,250;  922,292;  981,112;-125,87908
 413,30;  808,001;  854,263;  944,488;-51,27432
 413,89;  634,933;  667,279;  749,003;-39,58024
 414,48;  701,103;  745,262;  724,772; 0,00000
 415,07; 1479,024; 1542,239; 1531,472; 0,00000
 415,66;  930,362;  913,252;  926,838;125,93283
 416,25; 1935,089; 1895,259; 2037,366;28,02790
 416,84; 2361,442; 2354,263; 2469,001; 6,25700
 417,43;  952,209;  985,259; 1071,623;-38,26808
 418,02; 1249,857; 1301,277; 1324,827;-218,33986
 418,61;  855,071;  831,269;  942,813;21,33859
 419,20;  844,160;  844,264;  865,974;-0,47595
 419,79;  805,197;  761,266;  805,921;98,38005
 420,38; 1194,687; 1217,271; 1164,502; 0,00000
 420,97; 2072,571; 2023,246; 2170,257;33,55221
 421,56; 1039,978; 1016,254; 1114,527;24,14113
 422,15;  860,480;  846,276;  867,368;67,34304
 422,74; 2167,368; 2179,282; 2268,666;-13,32973
 423,33; 1196,667; 1225,248; 1330,689;-27,10611
 423,92; 1627,130; 1710,270; 1676,299; 0,00000
 424,51; 1159,713; 1018,257; 1218,190;70,75174
 425,10; 1128,703;  995,262; 1102,772;124,12022
 425,69;  857,994;  916,256;  972,217;-104,10974
 426,28;  902,426;  819,238;  970,756;54,90314
 426,87; 1113,721; 1087,229; 1289,768;13,08002
 427,46; 2807,906; 2719,238; 2850,499;67,55052
 428,04;  650,646;  640,237;  649,012;118,61958
 428,63; 1237,751; 1126,246; 1378,000;44,29124
 429,22;  853,331;  778,257;  954,163;42,67849
 429,81; 1263,642; 1268,240; 1446,445;-2,57984
 430,40;  455,489;  408,236;  518,810;42,73449
 430,99; 1552,002; 1422,251; 1662,352;54,04036
 431,58; 2653,183; 2577,262; 2714,515;55,31426
 432,17; 2353,769; 2257,247; 2334,973;124,18293
 432,76; 1604,135; 1540,244; 1634,310;67,92064
 433,35; 1698,586; 1642,249; 1812,662;33,05889
 433,94; 2283,693; 2103,257; 2383,933;64,28603
 434,52;  392,554;  437,233;  466,147;-154,52317
 435,11; 1201,628; 1175,214; 1213,483;69,02294
 435,70;  870,673;  776,245;  953,540;53,26053
 436,29;  472,394;  457,256;  555,217;15,45389
 436,88; 1589,062; 1488,263; 1807,258;31,59908
 437,47; 1247,058; 1161,231; 1209,714;177,02290
 438,06; 1112,530; 1074,235; 1120,323;83,09041
 438,65; 4134,812; 4070,269; 4238,326;38,40526
 439,23;  898,623;  917,262;  961,028;-42,58614
 439,82; 1965,563; 1920,274; 1955,678;127,91973
 440,41; 1316,480; 1247,229; 1341,255;73,65123
 441,00; 1396,093; 1311,257; 1377,933;127,23493
 441,59; 1711,706; 1597,272; 1746,475;76,69655
 442,18; 1171,660; 1169,253; 1182,554;18,09430
 442,77;  810,486;  704,226;  867,106;65,23843
 443,35; 2189,234; 1990,233; 2283,890;67,76624
 443,94; 1800,168; 1688,259; 1836,109;75,69093
 444,53;  780,803;  649,262;  795,772;89,78325
 445,12; 1639,988; 1553,248; 1772,946;39,48138
 445,71; 1673,073; 1554,234; 1710,120;76,23420
 446,30; 2289,444; 2223,262; 2455,285;28,52390
 446,88;  876,023;  738,251;  782,608;310,59467
 447,47; 1605,435; 1461,255; 1644,730;78,58290
 448,06;  905,258;  781,231;  941,714;77,28340
 448,65; 1699,107; 1531,260; 1740,339;80,27927
 449,24; 2144,262; 1988,263; 2178,258;82,10702
 449,82; 1026,307;  795,260; 1078,339;81,61928
 450,41; 1211,973; 1185,268; 1203,097;149,78706
 451,00; 1307,094; 1155,256; 1423,217;56,66448
 451,59;  518,098;  426,242;  578,364;60,38263
 452,18; 1055,227;  940,249; 1128,176;61,18227
 452,76;  844,658;  738,254;  914,271;60,45087
 453,35; 1245,989; 1133,259; 1299,366;67,86569
 453,94; 1067,349;  974,247; 1135,716;57,65924
 454,53; 1193,071; 1041,246; 1251,256;72,29416
 455,12; 1613,287; 1522,260; 1628,082;86,01838
 455,70;  855,537;  707,254; 1001,014;50,47766
 456,29; 1036,009;  875,236; 1049,066;92,48873
 456,88; 2013,579; 1889,242; 2070,391;68,63813
 457,47; 2495,336; 2401,232; 2626,174;41,83459
 458,05; 1275,980; 1211,253; 1382,811;37,72904
 458,64; 1227,225; 1118,227; 1325,336;52,62850
 459,23;  798,202;  650,251;  793,352;103,38972
 459,82; 1936,538; 1747,242; 2083,878;56,23185
 460,40; 1315,589; 1235,259; 1448,366;37,69450
 460,99; 1183,613; 1078,223; 1184,214;99,43290
 461,58; 1519,959; 1349,242; 1597,134;68,86731
 462,17;  412,323;  253,251;  484,608;68,75587
 462,75;  820,588;  622,248;  923,946;65,74121
 463,34; 1242,973; 1102,245; 1417,540;44,63384
 463,93; 1332,493; 1155,257; 1538,933;46,19408
 464,52; 1460,364; 1361,227; 1545,565;53,77972
 465,10; 1216,238; 1041,265; 1277,434;74,08804
 465,69; 1886,976; 1525,221; 1986,267;78,46384
 466,28;  594,038;  387,231;  649,458;78,86560
 466,86; 1695,096; 1618,244; 1741,081;62,56433
 467,45;  509,989;  211,259;  589,366;79,00665
 468,04;  486,467;  291,248;  539,689;78,57770
 468,63; 1265,598; 1081,253; 1274,784;95,25352
 469,21; 1462,642; 1182,229; 1642,025;60,98632
 469,80; 1942,823; 1571,251; 2091,608;71,40703
 470,39; 1635,420; 1430,218; 1824,348;52,06461
 470,97;  977,160;  696,253; 1111,554;67,63923
 471,56;  729,842;  415,263;  823,001;77,15215
 472,15; 1389,266; 1107,226; 1483,849;74,88648
 472,73; 1157,586;  832,249; 1337,662;64,37045
 473,32; 1681,738; 1365,231; 1833,458;67,59690
 473,91;  619,067;  352,237;  652,269;88,93367
 474,49; 2014,446; 1718,238; 2109,012;75,80035
 475,08;  815,045;  610,227;  923,592;65,36096
 475,67; 1249,174;  876,233; 1302,404;87,50986
 476,25; 2062,786; 1723,226; 2179,106;74,48460
 476,84;  896,615;  542,232; 1020,917;74,03261
 477,43; 1456,984; 1167,250; 1541,379;77,44232
 478,01; 1670,469; 1415,247; 1829,973;61,54002
 478,60;  641,817;  346,231;  723,201;78,41109
