#date: 26.11.2020	time: 19:50:14
#time, s	V1, V	V2, V	I, A	R, Ohm	, P,W	T, C
1.20280E+1	1.54283E-1	2.02203E-4	1.36623E-2	1.12926E+1	2.10786E-3	6.57560E+2
1.36880E+1	1.55023E-1	2.01614E-4	1.36226E-2	1.13799E+1	2.11182E-3	6.63736E+2
1.44090E+1	1.55379E-1	2.03086E-4	1.37220E-2	1.13233E+1	2.13211E-3	6.59734E+2
1.51270E+1	1.54439E-1	2.02398E-4	1.36755E-2	1.12931E+1	2.11203E-3	6.57597E+2
1.58460E+1	1.55117E-1	2.02257E-4	1.36660E-2	1.13506E+1	2.11983E-3	6.61664E+2
1.65060E+1	1.55095E-1	2.02610E-4	1.36899E-2	1.13291E+1	2.12323E-3	6.60146E+2
1.71690E+1	1.55594E-1	2.02463E-4	1.36799E-2	1.13739E+1	2.12852E-3	6.63309E+2
1.78880E+1	1.55669E-1	2.02723E-4	1.36975E-2	1.13648E+1	2.13228E-3	6.62667E+2
1.86080E+1	1.54816E-1	2.02965E-4	1.37139E-2	1.12890E+1	2.12313E-3	6.57311E+2
1.93280E+1	1.55263E-1	2.03106E-4	1.37234E-2	1.13137E+1	2.13073E-3	6.59055E+2
2.00470E+1	1.55269E-1	2.02241E-4	1.36649E-2	1.13626E+1	2.12174E-3	6.62509E+2
2.07680E+1	1.54975E-1	2.03345E-4	1.37395E-2	1.12795E+1	2.12928E-3	6.56638E+2
2.14870E+1	1.54563E-1	2.01499E-4	1.36148E-2	1.13526E+1	2.10433E-3	6.61802E+2
2.22050E+1	1.54400E-1	2.02661E-4	1.36933E-2	1.12756E+1	2.11424E-3	6.56359E+2
2.29250E+1	1.54619E-1	2.01591E-4	1.36210E-2	1.13515E+1	2.10606E-3	6.61726E+2
2.36450E+1	1.54940E-1	2.04565E-4	1.38220E-2	1.12097E+1	2.14157E-3	6.51702E+2
2.43680E+1	1.55143E-1	2.04072E-4	1.37887E-2	1.12515E+1	2.13922E-3	6.54658E+2
2.50870E+1	1.54447E-1	2.02043E-4	1.36515E-2	1.13135E+1	2.10844E-3	6.59041E+2
2.58070E+1	1.54378E-1	2.03270E-4	1.37345E-2	1.12402E+1	2.12030E-3	6.53859E+2
2.65280E+1	1.54375E-1	2.03151E-4	1.37264E-2	1.12466E+1	2.11901E-3	6.54309E+2
2.72460E+1	1.54828E-1	2.02678E-4	1.36944E-2	1.13059E+1	2.12028E-3	6.58505E+2
2.79660E+1	1.54930E-1	2.02842E-4	1.37055E-2	1.13042E+1	2.12340E-3	6.58381E+2
2.86860E+1	1.53902E-1	2.03578E-4	1.37553E-2	1.11886E+1	2.11697E-3	6.50213E+2
2.94040E+1	1.54377E-1	2.02811E-4	1.37035E-2	1.12655E+1	2.11550E-3	6.55649E+2
3.01240E+1	1.55022E-1	2.03231E-4	1.37318E-2	1.12893E+1	2.12873E-3	6.57328E+2
3.08440E+1	1.55086E-1	2.03527E-4	1.37518E-2	1.12774E+1	2.13272E-3	6.56492E+2
3.15660E+1	1.54420E-1	2.01822E-4	1.36366E-2	1.13239E+1	2.10577E-3	6.59779E+2
3.22860E+1	1.54037E-1	2.02867E-4	1.37072E-2	1.12377E+1	2.11142E-3	6.53679E+2
3.30060E+1	1.54053E-1	2.02493E-4	1.36820E-2	1.12596E+1	2.10775E-3	6.55229E+2
3.37260E+1	1.54768E-1	2.03874E-4	1.37753E-2	1.12352E+1	2.13197E-3	6.53506E+2
3.44450E+1	1.53770E-1	2.02166E-4	1.36599E-2	1.12571E+1	2.10048E-3	6.55053E+2
3.51630E+1	1.02828E-1	1.02310E-4	6.91286E-3	1.48749E+1	7.10834E-4	9.10817E+2
3.58840E+1	8.73815E-5	5.77603E-7	3.90272E-5	2.23899E+0	3.41026E-9	1.75057E+1
3.68660E+1	4.93393E-5	-2.49387E-8	-1.68505E-6	-2.92807E+1	-8.31391E-11	-2.21082E+3
3.75860E+1	3.50342E-5	1.55177E-6	1.04849E-4	3.34139E-1	3.67331E-9	-1.17160E+2
3.83060E+1	2.89343E-5	8.34292E-7	5.63711E-5	5.13283E-1	1.63106E-9	-1.04495E+2
3.90260E+1	2.14297E-5	1.16980E-6	7.90406E-5	2.71123E-1	1.69382E-9	-1.21615E+2
3.97460E+1	2.25277E-5	5.86885E-7	3.96544E-5	5.68102E-1	8.93322E-10	-1.00620E+2
4.04460E+1	2.02250E-5	4.01634E-7	2.71374E-5	7.45280E-1	5.48853E-10	-8.80940E+1
4.11230E+1	1.86993E-5	9.01120E-7	6.08865E-5	3.07118E-1	1.13854E-9	-1.19070E+2
4.18430E+1	1.72839E-5	2.57543E-7	1.74015E-5	9.93239E-1	3.00766E-10	-7.05642E+1
4.25630E+1	1.61969E-5	1.34930E-6	9.11692E-5	1.77658E-1	1.47666E-9	-1.28223E+2
4.32850E+1	1.52033E-5	9.99170E-7	6.75115E-5	2.25195E-1	1.02640E-9	-1.24862E+2
4.40050E+1	1.45497E-5	-6.00773E-8	-4.05928E-6	-3.58432E+0	-5.90615E-11	-3.94181E+2
4.47250E+1	1.48343E-5	-5.75755E-8	-3.89023E-6	-3.81321E+0	-5.77089E-11	-4.10363E+2
4.54450E+1	1.35261E-5	6.69051E-7	4.52061E-5	2.99210E-1	6.11463E-10	-1.19630E+2
4.61650E+1	1.27110E-5	1.07502E-6	7.26368E-5	1.74994E-1	9.23288E-10	-1.28411E+2
4.68850E+1	1.28959E-5	9.67670E-7	6.53831E-5	1.97236E-1	8.43177E-10	-1.26839E+2
4.75050E+1	1.32528E-5	3.91728E-7	2.64681E-5	5.00709E-1	3.50778E-10	-1.05384E+2
4.81050E+1	1.32268E-5	9.67577E-7	6.53768E-5	2.02317E-1	8.64728E-10	-1.26480E+2
4.88220E+1	1.23582E-5	6.85581E-7	4.63231E-5	2.66782E-1	5.72469E-10	-1.21922E+2
4.95440E+1	1.35306E-5	3.34258E-7	2.25850E-5	5.99097E-1	3.05588E-10	-9.84286E+1
5.02640E+1	1.29106E-5	7.06124E-7	4.77111E-5	2.70600E-1	6.15979E-10	-1.21652E+2
5.09840E+1	1.21364E-5	5.63951E-7	3.81048E-5	3.18499E-1	4.62453E-10	-1.18266E+2
5.17050E+1	1.24870E-5	4.65428E-7	3.14478E-5	3.97071E-1	3.92689E-10	-1.12711E+2
5.24240E+1	1.18726E-5	9.62497E-7	6.50336E-5	1.82562E-1	7.72120E-10	-1.27876E+2
5.31440E+1	1.22402E-5	7.86042E-7	5.31109E-5	2.30465E-1	6.50089E-10	-1.24490E+2
5.38450E+1	1.19437E-5	1.03023E-6	6.96100E-5	1.71580E-1	8.31398E-10	-1.28653E+2
5.44440E+1	1.14430E-5	4.22310E-7	2.85345E-5	4.01023E-1	3.26520E-10	-1.12432E+2
5.50440E+1	1.08458E-5	1.51179E-6	1.02148E-4	1.06177E-1	1.10788E-9	-1.33276E+2
5.56640E+1	7.12072E-6	4.14270E-7	2.79912E-5	2.54391E-1	1.99318E-10	-1.22798E+2
5.63830E+1	1.75353E-6	6.66777E-7	4.50525E-5	3.89218E-2	7.90007E-11	-1.38031E+2
5.71040E+1	2.14059E-6	8.75837E-7	5.91782E-5	3.61719E-2	1.26676E-10	-1.38225E+2
5.78240E+1	6.26764E-7	1.52713E-6	1.03184E-4	6.07421E-3	6.46723E-11	-1.40353E+2
5.85450E+1	-1.03847E-6	1.27925E-6	8.64356E-5	-1.20143E-2	-8.97604E-11	-1.41632E+2
5.92630E+1	1.56764E-6	3.72977E-7	2.52012E-5	6.22051E-2	3.95064E-11	-1.36385E+2
5.99830E+1	1.59946E-7	6.70631E-7	4.53129E-5	3.52982E-3	7.24764E-12	-1.40533E+2
6.07000E+1	-2.94589E-7	8.85093E-7	5.98036E-5	-4.92594E-3	-1.76175E-11	-1.41131E+2
6.13410E+1	7.67373E-7	1.70293E-6	1.15063E-4	6.66916E-3	8.82962E-11	-1.40311E+2
6.19430E+1	7.82920E-7	9.94320E-7	6.71838E-5	1.16534E-2	5.25995E-11	-1.39959E+2
6.26230E+1	-2.37573E-7	1.31539E-6	8.88779E-5	-2.67303E-3	-2.11150E-11	-1.40972E+2
6.33430E+1	-1.83497E-7	1.78505E-6	1.20612E-4	-1.52138E-3	-2.21319E-11	-1.40890E+2
6.40630E+1	2.21222E-6	1.64717E-6	1.11295E-4	1.98770E-2	2.46209E-10	-1.39377E+2
6.47830E+1	-1.68480E-6	8.89860E-7	6.01257E-5	-2.80213E-2	-1.01300E-10	-1.42764E+2
6.55030E+1	-6.21318E-7	1.36887E-6	9.24915E-5	-6.71757E-3	-5.74666E-11	-1.41258E+2
6.62230E+1	5.07159E-7	1.19609E-6	8.08170E-5	6.27540E-3	4.09871E-11	-1.40339E+2
6.69420E+1	9.60382E-7	1.02445E-6	6.92194E-5	1.38745E-2	6.64771E-11	-1.39802E+2
6.76600E+1	1.17398E-6	5.98322E-7	4.04272E-5	2.90394E-2	4.74607E-11	-1.38730E+2
6.83800E+1	-3.89620E-7	3.77751E-7	2.55237E-5	-1.52650E-2	-9.94454E-12	-1.41862E+2
6.90020E+1	-1.07337E-6	8.07823E-7	5.45826E-5	-1.96651E-2	-5.85875E-11	-1.42173E+2
6.97220E+1	2.62742E-7	5.48035E-7	3.70294E-5	7.09550E-3	9.72917E-12	-1.40281E+2
7.04430E+1	-2.34220E-6	1.28916E-6	8.71053E-5	-2.68893E-2	-2.04018E-10	-1.42684E+2
7.11630E+1	-5.38767E-7	1.24903E-6	8.43939E-5	-6.38395E-3	-4.54686E-11	-1.41234E+2
7.18810E+1	3.77997E-7	-2.46419E-3	-1.66499E-1	-2.27026E-6	-6.29362E-8	-1.40783E+2
7.26020E+1	-8.66026E-7	-5.05727E-3	-3.41708E-1	2.53441E-6	2.95928E-7	-1.40782E+2
7.33210E+1	-1.32308E-7	-4.09197E-3	-2.76485E-1	4.78535E-7	3.65810E-8	-1.40783E+2
7.40400E+1	2.43141E-7	-4.49453E-3	-3.03684E-1	-8.00637E-7	-7.38381E-8	-1.40783E+2
7.47600E+1	-6.09927E-7	-3.83892E-3	-2.59387E-1	2.35142E-6	1.58207E-7	-1.40782E+2
7.54790E+1	1.65152E-7	-2.98842E-3	-2.01920E-1	-8.17908E-7	-3.33476E-8	-1.40783E+2
7.62010E+1	-9.78257E-7	-3.84287E-3	-2.59654E-1	3.76755E-6	2.54008E-7	-1.40782E+2
7.69210E+1	-2.45311E-7	-2.85834E-3	-1.93131E-1	1.27018E-6	4.73772E-8	-1.40783E+2
7.76420E+1	-5.05755E-7	3.09231E-4	2.08940E-2	-2.42057E-5	-1.05672E-8	-1.40784E+2
7.83620E+1	-6.32202E-7	9.19727E-4	6.21437E-2	-1.01732E-5	-3.92874E-8	-1.40783E+2
7.90800E+1	-4.52558E-7	-7.09682E-3	-4.79515E-1	9.43782E-7	2.17008E-7	-1.40783E+2
7.98010E+1	6.57362E-7	3.24532E-3	2.19278E-1	2.99785E-6	1.44145E-7	-1.40782E+2
8.05190E+1	-6.65548E-7	3.00123E-3	2.02786E-1	-3.28203E-6	-1.34963E-7	-1.40783E+2
8.12390E+1	-2.52593E-7	1.16294E-2	7.85768E-1	-3.21460E-7	-1.98480E-7	-1.40783E+2
8.19580E+1	9.15190E-7	4.16942E-3	2.81718E-1	3.24861E-6	2.57825E-7	-1.40782E+2
8.26780E+1	4.20922E-7	2.06504E-3	1.39530E-1	3.01672E-6	5.87312E-8	-1.40782E+2
8.34000E+1	2.72079E-7	1.75993E-3	1.18914E-1	2.28803E-6	3.23540E-8	-1.40782E+2
8.41210E+1	7.88365E-7	1.79274E-3	1.21131E-1	6.50836E-6	9.54955E-8	-1.40782E+2
8.48410E+1	2.32439E-7	1.71894E-3	1.16144E-1	2.00129E-6	2.69965E-8	-1.40782E+2
8.55610E+1	4.68459E-7	1.69059E-3	1.14229E-1	4.10104E-6	5.35117E-8	-1.40782E+2
8.62790E+1	7.09717E-7	1.68285E-3	1.13706E-1	6.24167E-6	8.06992E-8	-1.40782E+2
8.69990E+1	1.20521E-6	1.61442E-3	1.09083E-1	1.10486E-5	1.31467E-7	-1.40782E+2
8.77190E+1	3.57064E-7	2.10963E-3	1.42542E-1	2.50497E-6	5.08967E-8	-1.40782E+2
8.84380E+1	2.04883E-7	1.71186E-3	1.15666E-1	1.77133E-6	2.36980E-8	-1.40782E+2
8.91570E+1	4.77540E-7	1.90380E-3	1.28635E-1	3.71236E-6	6.14285E-8	-1.40782E+2
8.98800E+1	-9.79386E-8	1.71564E-3	1.15922E-1	-8.44868E-7	-1.13532E-8	-1.40783E+2
9.05990E+1	3.27627E-7	1.59850E-3	1.08006E-1	3.03340E-6	3.53859E-8	-1.40782E+2
9.13200E+1	1.32404E-6	1.37079E-3	9.26212E-2	1.42952E-5	1.22634E-7	-1.40782E+2
9.20390E+1	6.82306E-7	1.52787E-3	1.03235E-1	6.60926E-6	7.04377E-8	-1.40782E+2
9.27590E+1	1.20796E-6	1.22077E-3	8.24843E-2	1.46448E-5	9.96380E-8	-1.40782E+2
9.34790E+1	-4.56857E-7	1.70322E-3	1.15082E-1	-3.96983E-6	-5.25762E-8	-1.40783E+2
9.41970E+1	2.88166E-8	1.58286E-3	1.06950E-1	2.69440E-7	3.08193E-9	-1.40783E+2
9.49180E+1	1.48830E-6	1.77996E-3	1.20268E-1	1.23749E-5	1.78995E-7	-1.40782E+2
9.56370E+1	6.10712E-7	1.66542E-3	1.12529E-1	5.42717E-6	6.87226E-8	-1.40782E+2
9.63590E+1	-1.56959E-7	1.82004E-3	1.22976E-1	-1.27635E-6	-1.93021E-8	-1.40783E+2
9.70790E+1	1.55223E-6	1.99275E-3	1.34645E-1	1.15283E-5	2.09000E-7	-1.40782E+2
9.77990E+1	2.09464E-8	1.75129E-3	1.18331E-1	1.77016E-7	2.47860E-9	-1.40783E+2
9.85190E+1	1.65956E-6	1.91776E-3	1.29578E-1	1.28074E-5	2.15042E-7	-1.40782E+2
9.92380E+1	7.68873E-7	1.92028E-3	1.29748E-1	5.92587E-6	9.97600E-8	-1.40782E+2
9.99580E+1	9.91691E-8	1.66073E-3	1.12212E-1	8.83769E-7	1.11279E-8	-1.40783E+2
1.00638E+2	4.82613E-7	2.09922E-3	1.41839E-1	3.40255E-6	6.84534E-8	-1.40782E+2
1.01356E+2	2.99884E-7	-6.96339E-3	-4.70499E-1	-6.37373E-7	-1.41095E-7	-1.40783E+2
1.02076E+2	8.18914E-7	3.36549E-3	2.27398E-1	3.60124E-6	1.86219E-7	-1.40782E+2
1.02797E+2	6.60241E-7	8.49081E-3	5.73703E-1	1.15084E-6	3.78783E-7	-1.40783E+2
1.03517E+2	1.32033E-6	1.88139E-3	1.27121E-1	1.03864E-5	1.67842E-7	-1.40782E+2
1.04238E+2	1.91908E-6	1.96266E-3	1.32612E-1	1.44714E-5	2.54494E-7	-1.40782E+2
1.04959E+2	-6.72573E-7	1.00935E-3	6.81993E-2	-9.86188E-6	-4.58690E-8	-1.40783E+2
1.05678E+2	-3.35167E-7	-1.73333E-3	-1.17117E-1	2.86181E-6	3.92538E-8	-1.40782E+2
1.06398E+2	4.97854E-7	-8.33208E-3	-5.62978E-1	-8.84323E-7	-2.80281E-7	-1.40783E+2
1.07097E+2	3.25326E-7	4.43428E-3	2.99613E-1	1.08582E-6	9.74719E-8	-1.40783E+2
1.07697E+2	1.11109E-7	2.07047E-3	1.39897E-1	7.94221E-7	1.55437E-8	-1.40783E+2
1.08415E+2	1.15358E-6	1.31948E-3	8.91540E-2	1.29392E-5	1.02846E-7	-1.40782E+2
1.09135E+2	4.49951E-7	8.61174E-4	5.81874E-2	7.73278E-6	2.61815E-8	-1.40782E+2
1.09856E+2	5.38624E-7	-2.47963E-3	-1.67543E-1	-3.21484E-6	-9.02425E-8	-1.40783E+2
1.10577E+2	4.86197E-7	3.44511E-3	2.32778E-1	2.08867E-6	1.13176E-7	-1.40782E+2
1.11297E+2	-5.06113E-7	9.65344E-4	6.52259E-2	-7.75938E-6	-3.30117E-8	-1.40783E+2
1.12016E+2	-9.14013E-7	4.20672E-4	2.84238E-2	-3.21567E-5	-2.59797E-8	-1.40785E+2
1.12736E+2	9.08380E-7	1.04475E-3	7.05915E-2	1.28681E-5	6.41239E-8	-1.40782E+2
1.13457E+2	1.51105E-7	1.16332E-3	7.86028E-2	1.92239E-6	1.18773E-8	-1.40782E+2
1.14096E+2	1.29891E-6	1.02958E-3	6.95666E-2	1.86714E-5	9.03604E-8	-1.40781E+2
1.14696E+2	4.87199E-7	1.03465E-3	6.99091E-2	6.96904E-6	3.40596E-8	-1.40782E+2
1.15317E+2	1.32629E-6	1.02727E-3	6.94103E-2	1.91079E-5	9.20579E-8	-1.40781E+2
1.16035E+2	-8.36171E-7	1.06455E-3	7.19288E-2	-1.16250E-5	-6.01448E-8	-1.40783E+2
1.16755E+2	1.45684E-6	1.07375E-3	7.25509E-2	2.00802E-5	1.05695E-7	-1.40781E+2
1.17477E+2	6.85805E-7	1.09041E-3	7.36765E-2	9.30833E-6	5.05278E-8	-1.40782E+2
1.18197E+2	8.42079E-7	1.06700E-3	7.20949E-2	1.16801E-5	6.07096E-8	-1.40782E+2
1.18915E+2	7.32100E-7	9.60607E-4	6.49059E-2	1.12794E-5	4.75176E-8	-1.40782E+2
1.19636E+2	7.17369E-7	1.03137E-3	6.96875E-2	1.02941E-5	4.99916E-8	-1.40782E+2
1.20355E+2	1.34342E-6	1.04630E-3	7.06957E-2	1.90029E-5	9.49743E-8	-1.40781E+2
1.20995E+2	5.29995E-7	1.05616E-3	7.13618E-2	7.42687E-6	3.78214E-8	-1.40782E+2
1.21596E+2	1.06350E-6	1.04298E-3	7.04715E-2	1.50913E-5	7.49466E-8	-1.40782E+2
1.22195E+2	6.99838E-7	8.18961E-4	5.53352E-2	1.26472E-5	3.87257E-8	-1.40782E+2
1.22916E+2	-6.20470E-7	1.04330E-3	7.04930E-2	-8.80187E-6	-4.37388E-8	-1.40783E+2
1.23634E+2	-2.17001E-7	1.03406E-3	6.98689E-2	-3.10583E-6	-1.51616E-8	-1.40783E+2
1.24356E+2	3.11457E-7	1.04635E-3	7.06995E-2	4.40536E-6	2.20198E-8	-1.40782E+2
1.25076E+2	4.66900E-7	1.04558E-3	7.06476E-2	6.60886E-6	3.29853E-8	-1.40782E+2
1.25795E+2	7.26869E-7	1.04933E-3	7.09006E-2	1.02519E-5	5.15354E-8	-1.40782E+2
1.26514E+2	7.76318E-7	1.06060E-3	7.16619E-2	1.08331E-5	5.56324E-8	-1.40782E+2
1.27233E+2	1.16371E-6	1.04942E-3	7.09071E-2	1.64117E-5	8.25151E-8	-1.40781E+2
1.27954E+2	6.58367E-7	1.03803E-3	7.01370E-2	9.38686E-6	4.61759E-8	-1.40782E+2
1.28573E+2	-4.33280E-7	1.03651E-3	7.00346E-2	-6.18666E-6	-3.03446E-8	-1.40783E+2
1.29235E+2	1.49385E-6	1.03688E-3	7.00597E-2	2.13225E-5	1.04659E-7	-1.40781E+2
1.29955E+2	5.43011E-7	1.04316E-3	7.04835E-2	7.70409E-6	3.82733E-8	-1.40782E+2
1.30674E+2	8.11958E-7	1.00746E-3	6.80718E-2	1.19280E-5	5.52714E-8	-1.40782E+2
1.31395E+2	4.95822E-7	1.00743E-3	6.80698E-2	7.28402E-6	3.37505E-8	-1.40782E+2
1.32114E+2	2.99343E-7	1.01210E-3	6.83848E-2	4.37733E-6	2.04705E-8	-1.40782E+2
1.32834E+2	3.54771E-7	1.01396E-3	6.85107E-2	5.17833E-6	2.43056E-8	-1.40782E+2
1.33554E+2	1.42373E-7	1.01801E-3	6.87845E-2	2.06985E-6	9.79309E-9	-1.40782E+2
1.34272E+2	2.29565E-7	1.02509E-3	6.92630E-2	3.31440E-6	1.59004E-8	-1.40782E+2
1.34993E+2	1.09915E-6	1.01187E-3	6.83693E-2	1.60767E-5	7.51483E-8	-1.40781E+2
1.35672E+2	2.36891E-7	1.00245E-3	6.77328E-2	3.49743E-6	1.60453E-8	-1.40782E+2
1.36394E+2	9.11541E-7	1.03268E-3	6.97756E-2	1.30639E-5	6.36033E-8	-1.40782E+2
1.37113E+2	-2.75987E-7	1.02293E-3	6.91166E-2	-3.99306E-6	-1.90753E-8	-1.40783E+2
1.37836E+2	2.49741E-7	1.01678E-3	6.87012E-2	3.63518E-6	1.71575E-8	-1.40782E+2
1.38553E+2	7.18906E-7	1.03185E-3	6.97194E-2	1.03114E-5	5.01217E-8	-1.40782E+2
1.39273E+2	1.06993E-7	1.05081E-3	7.10004E-2	1.50694E-6	7.59657E-9	-1.40783E+2
1.39993E+2	5.44975E-7	1.59848E-3	1.08005E-1	5.04581E-6	5.88603E-8	-1.40782E+2
1.40715E+2	1.01239E-6	6.16840E-4	4.16784E-2	2.42904E-5	4.21946E-8	-1.40781E+2
1.41431E+2	1.06644E-6	2.26714E-3	1.53185E-1	6.96179E-6	1.63363E-7	-1.40782E+2
1.42151E+2	4.66572E-7	3.75687E-4	2.53843E-2	1.83804E-5	1.18436E-8	-1.40781E+2
1.42873E+2	2.42566E-7	3.88459E-4	2.62473E-2	9.24158E-6	6.36669E-9	-1.40782E+2
1.43593E+2	1.02234E-6	1.19948E-3	8.10457E-2	1.26144E-5	8.28563E-8	-1.40782E+2
1.44313E+2	6.88308E-8	1.19499E-3	8.07424E-2	8.52474E-7	5.55756E-9	-1.40783E+2
1.45033E+2	-8.49623E-8	1.26447E-3	8.54371E-2	-9.94443E-7	-7.25893E-9	-1.40783E+2
1.45752E+2	3.01434E-7	1.06032E-3	7.16434E-2	4.20742E-6	2.15957E-8	-1.40782E+2
1.46472E+2	3.80263E-7	1.02959E-3	6.95666E-2	5.46617E-6	2.64536E-8	-1.40782E+2
1.47192E+2	8.07033E-7	1.05395E-3	7.12127E-2	1.13327E-5	5.74710E-8	-1.40782E+2
1.47912E+2	9.40318E-7	1.01813E-3	6.87923E-2	1.36689E-5	6.46866E-8	-1.40782E+2
1.48631E+2	6.19097E-7	1.01718E-3	6.87281E-2	9.00792E-6	4.25493E-8	-1.40782E+2
1.49351E+2	1.52831E-6	9.93085E-4	6.71003E-2	2.27765E-5	1.02550E-7	-1.40781E+2
1.50072E+2	-3.53759E-7	9.98004E-4	6.74327E-2	-5.24610E-6	-2.38549E-8	-1.40783E+2
1.50793E+2	5.43808E-7	1.00104E-3	6.76376E-2	8.04002E-6	3.67819E-8	-1.40782E+2
1.51512E+2	2.86002E-7	1.00007E-3	6.75724E-2	4.23253E-6	1.93258E-8	-1.40782E+2
1.52232E+2	1.77701E-7	1.00221E-3	6.77171E-2	2.62417E-6	1.20334E-8	-1.40782E+2
1.52951E+2	7.82551E-7	1.00625E-3	6.79901E-2	1.15098E-5	5.32057E-8	-1.40782E+2
1.53671E+2	1.04515E-6	1.02639E-3	6.93504E-2	1.50706E-5	7.24816E-8	-1.40782E+2
1.54391E+2	9.83810E-8	1.02155E-3	6.90234E-2	1.42533E-6	6.79059E-9	-1.40783E+2
1.55111E+2	1.61332E-6	1.03940E-3	7.02297E-2	2.29721E-5	1.13303E-7	-1.40781E+2
1.55830E+2	3.90505E-7	1.03148E-3	6.96944E-2	5.60311E-6	2.72160E-8	-1.40782E+2
1.56551E+2	-1.88900E-7	1.02055E-3	6.89560E-2	-2.73943E-6	-1.30258E-8	-1.40783E+2
1.57272E+2	4.81369E-7	1.02838E-3	6.94850E-2	6.92767E-6	3.34479E-8	-1.40782E+2
1.57991E+2	4.67201E-7	1.06355E-3	7.18616E-2	6.50139E-6	3.35738E-8	-1.40782E+2
1.58712E+2	3.10495E-7	1.01736E-3	6.87403E-2	4.51693E-6	2.13435E-8	-1.40782E+2
1.59431E+2	4.07385E-7	1.09728E-3	7.41406E-2	5.49476E-6	3.02037E-8	-1.40782E+2
1.60152E+2	-1.59570E-7	1.14708E-3	7.75053E-2	-2.05883E-6	-1.23675E-8	-1.40783E+2
1.60870E+2	9.90898E-7	8.30986E-4	5.61477E-2	1.76481E-5	5.56367E-8	-1.40781E+2
1.61590E+2	9.91702E-7	5.17623E-4	3.49745E-2	2.83550E-5	3.46843E-8	-1.40781E+2
1.62311E+2	1.21820E-6	1.60830E-3	1.08669E-1	1.12102E-5	1.32380E-7	-1.40782E+2
1.63030E+2	7.02020E-7	2.11042E-3	1.42596E-1	4.92315E-6	1.00105E-7	-1.40782E+2
1.63750E+2	1.13088E-6	1.53963E-3	1.04029E-1	1.08708E-5	1.17644E-7	-1.40782E+2
1.64471E+2	-1.31098E-8	6.33435E-3	4.27996E-1	-3.06307E-8	-5.61095E-9	-1.40783E+2
1.65190E+2	1.70204E-6	-2.76180E-3	-1.86608E-1	-9.12096E-6	-3.17615E-7	-1.40783E+2
1.65910E+2	9.29696E-7	4.63108E-3	3.12911E-1	2.97112E-6	2.90912E-7	-1.40782E+2
1.66629E+2	2.13497E-7	3.11985E-3	2.10801E-1	1.01279E-6	4.50053E-8	-1.40783E+2
1.67289E+2	1.06367E-7	3.11005E-3	2.10138E-1	5.06177E-7	2.23518E-8	-1.40783E+2
1.67989E+2	3.30694E-7	2.46819E-3	1.66770E-1	1.98294E-6	5.51497E-8	-1.40782E+2
1.68709E+2	5.01332E-7	2.43321E-3	1.64406E-1	3.04936E-6	8.24220E-8	-1.40782E+2
1.69429E+2	2.68915E-7	2.55337E-3	1.72525E-1	1.55870E-6	4.63947E-8	-1.40782E+2
1.70149E+2	2.81474E-7	2.34348E-3	1.58343E-1	1.77762E-6	4.45696E-8	-1.40782E+2
1.70870E+2	1.27067E-6	2.64594E-3	1.78780E-1	7.10748E-6	2.27171E-7	-1.40782E+2
1.71590E+2	1.13972E-6	2.34483E-3	1.58434E-1	7.19363E-6	1.80570E-7	-1.40782E+2
1.72309E+2	1.18455E-7	2.28631E-3	1.54481E-1	7.66797E-7	1.82990E-8	-1.40783E+2
1.73029E+2	-2.51245E-7	1.98635E-3	1.34213E-1	-1.87199E-6	-3.37202E-8	-1.40783E+2
1.73747E+2	6.82948E-7	-3.09460E-3	-2.09094E-1	-3.26622E-6	-1.42801E-7	-1.40783E+2
1.74349E+2	6.48920E-7	1.34544E-3	9.09079E-2	7.13821E-6	5.89919E-8	-1.40782E+2
1.74968E+2	1.06773E-6	2.35050E-4	1.58817E-2	6.72299E-5	1.69573E-8	-1.40778E+2
1.75688E+2	8.28581E-7	1.06874E-3	7.22120E-2	1.14743E-5	5.98334E-8	-1.40782E+2
1.76409E+2	-2.92698E-8	-8.11920E-3	-5.48595E-1	5.33542E-8	1.60573E-8	-1.40783E+2
1.77128E+2	-9.57481E-7	-8.09531E-4	-5.46981E-2	1.75048E-5	5.23723E-8	-1.40781E+2
1.77849E+2	6.85816E-8	-1.75882E-3	-1.18839E-1	-5.77095E-7	-8.15020E-9	-1.40783E+2
1.78568E+2	4.37073E-7	-2.89632E-4	-1.95697E-2	-2.23342E-5	-8.55339E-9	-1.40784E+2
1.79288E+2	7.26506E-7	1.91407E-3	1.29329E-1	5.61751E-6	9.39581E-8	-1.40782E+2
1.80008E+2	6.19097E-7	5.29812E-4	3.57981E-2	1.72941E-5	2.21625E-8	-1.40781E+2
1.80667E+2	8.25861E-8	9.10915E-4	6.15483E-2	1.34181E-6	5.08303E-9	-1.40783E+2
1.81268E+2	-2.71461E-7	1.22347E-3	8.26667E-2	-3.28380E-6	-2.24408E-8	-1.40783E+2
1.81868E+2	3.98971E-7	9.10358E-4	6.15107E-2	6.48621E-6	2.45410E-8	-1.40782E+2
1.82528E+2	5.27741E-7	1.06670E-3	7.20741E-2	7.32220E-6	3.80364E-8	-1.40782E+2
1.83248E+2	2.34097E-7	1.13314E-3	7.65635E-2	3.05756E-6	1.79233E-8	-1.40782E+2
1.83967E+2	6.37763E-7	1.17330E-3	7.92771E-2	8.04473E-6	5.05600E-8	-1.40782E+2
