#date: 26.11.2020	time: 19:50:14
#time, s	V1, V	V2, V	I, A	R, Ohm	, P,W	T, C
1.84689E+2	1.57761E-6	1.22487E-3	8.27613E-2	1.90622E-5	1.30565E-7	-1.40781E+2
1.85407E+2	1.39223E-7	1.33607E-3	9.02747E-2	1.54222E-6	1.25683E-8	-1.40782E+2
1.86128E+2	6.47268E-8	1.11425E-3	7.52869E-2	8.59735E-7	4.87307E-9	-1.40783E+2
1.86848E+2	7.19715E-7	1.08904E-3	7.35841E-2	9.78085E-6	5.29596E-8	-1.40782E+2
1.87566E+2	4.37916E-7	1.06184E-3	7.17459E-2	6.10370E-6	3.14186E-8	-1.40782E+2
1.88187E+2	1.35349E-6	1.11151E-3	7.51019E-2	1.80221E-5	1.01650E-7	-1.40781E+2
1.88787E+2	5.53026E-7	1.06473E-3	7.19409E-2	7.68722E-6	3.97852E-8	-1.40782E+2
1.89487E+2	4.70421E-7	1.03114E-3	6.96716E-2	6.75198E-6	3.27750E-8	-1.40782E+2
1.90207E+2	6.11429E-7	1.02256E-3	6.90920E-2	8.84950E-6	4.22449E-8	-1.40782E+2
1.90928E+2	9.19678E-7	9.99545E-4	6.75368E-2	1.36174E-5	6.21121E-8	-1.40782E+2
1.91647E+2	3.66963E-7	1.00239E-3	6.77289E-2	5.41811E-6	2.48540E-8	-1.40782E+2
1.92367E+2	5.71967E-7	1.01187E-3	6.83697E-2	8.36579E-6	3.91052E-8	-1.40782E+2
1.93087E+2	8.42680E-7	1.01145E-3	6.83413E-2	1.23305E-5	5.75898E-8	-1.40782E+2
1.93806E+2	1.30550E-6	1.02734E-3	6.94147E-2	1.88073E-5	9.06212E-8	-1.40781E+2
1.94526E+2	6.59384E-8	1.05609E-3	7.13578E-2	9.24053E-7	4.70521E-9	-1.40783E+2
1.95226E+2	3.62514E-7	1.02460E-3	6.92301E-2	5.23636E-6	2.50969E-8	-1.40782E+2
1.95886E+2	1.45103E-6	1.04409E-3	7.05463E-2	2.05685E-5	1.02365E-7	-1.40781E+2
1.96606E+2	5.13867E-7	1.04978E-3	7.09314E-2	7.24456E-6	3.64493E-8	-1.40782E+2
1.97327E+2	1.63810E-6	1.02644E-3	6.93543E-2	2.36193E-5	1.13609E-7	-1.40781E+2
1.98046E+2	7.61850E-7	1.00469E-3	6.78842E-2	1.12228E-5	5.17176E-8	-1.40782E+2
1.98766E+2	4.55496E-7	1.02737E-3	6.94169E-2	6.56174E-6	3.16191E-8	-1.40782E+2
1.99486E+2	2.16929E-6	1.03535E-3	6.99564E-2	3.10091E-5	1.51755E-7	-1.40780E+2
2.00206E+2	1.06073E-6	1.02891E-3	6.95213E-2	1.52577E-5	7.37435E-8	-1.40782E+2
2.00925E+2	2.29395E-7	1.01780E-3	6.87700E-2	3.33569E-6	1.57755E-8	-1.40782E+2
2.01645E+2	9.53150E-7	1.02306E-3	6.91254E-2	1.37887E-5	6.58869E-8	-1.40782E+2
2.02365E+2	7.52957E-7	1.00417E-3	6.78496E-2	1.10974E-5	5.10878E-8	-1.40782E+2
2.03085E+2	1.20419E-6	9.92717E-4	6.70755E-2	1.79527E-5	8.07713E-8	-1.40781E+2
2.03805E+2	7.46495E-7	9.84863E-4	6.65448E-2	1.12179E-5	4.96754E-8	-1.40782E+2
2.04525E+2	1.04805E-6	9.83379E-4	6.64445E-2	1.57732E-5	6.96368E-8	-1.40781E+2
2.05245E+2	1.98653E-6	1.01307E-3	6.84507E-2	2.90213E-5	1.35979E-7	-1.40781E+2
2.05965E+2	9.14765E-7	1.00206E-3	6.77068E-2	1.35107E-5	6.19358E-8	-1.40782E+2
2.06685E+2	1.30186E-7	1.00885E-3	6.81654E-2	1.90986E-6	8.87420E-9	-1.40782E+2
2.07406E+2	1.17358E-6	1.00562E-3	6.79472E-2	1.72719E-5	7.97414E-8	-1.40781E+2
2.08124E+2	9.98858E-7	1.00703E-3	6.80424E-2	1.46799E-5	6.79647E-8	-1.40782E+2
2.08844E+2	3.62531E-7	1.00747E-3	6.80726E-2	5.32565E-6	2.46784E-8	-1.40782E+2
2.09565E+2	1.50766E-6	1.01175E-3	6.83616E-2	2.20541E-5	1.03066E-7	-1.40781E+2
2.10284E+2	5.40012E-11	1.02329E-3	6.91415E-2	7.81024E-10	3.73372E-12	-1.40783E+2
2.11005E+2	4.41665E-8	1.00697E-3	6.80383E-2	6.49142E-7	3.00501E-9	-1.40783E+2
2.11724E+2	1.51167E-6	1.00719E-3	6.80535E-2	2.22129E-5	1.02874E-7	-1.40781E+2
2.12444E+2	7.83794E-8	1.01436E-3	6.85381E-2	1.14359E-6	5.37197E-9	-1.40783E+2
2.13164E+2	-3.04529E-7	1.02183E-3	6.90425E-2	-4.41075E-6	-2.10255E-8	-1.40783E+2
2.13884E+2	3.59071E-7	1.01500E-3	6.85812E-2	5.23571E-6	2.46255E-8	-1.40782E+2
2.14605E+2	1.17907E-6	1.01280E-3	6.84324E-2	1.72298E-5	8.06869E-8	-1.40781E+2
2.15324E+2	9.67076E-7	1.01924E-3	6.88673E-2	1.40426E-5	6.65999E-8	-1.40782E+2
2.16044E+2	3.27871E-7	1.03008E-3	6.95999E-2	4.71079E-6	2.28198E-8	-1.40782E+2
2.16764E+2	9.36231E-7	1.03366E-3	6.98419E-2	1.34050E-5	6.53881E-8	-1.40782E+2
2.17484E+2	8.26040E-8	1.04551E-3	7.06429E-2	1.16932E-6	5.83538E-9	-1.40783E+2
2.18204E+2	-1.35986E-7	1.04131E-3	7.03586E-2	-1.93276E-6	-9.56778E-9	-1.40783E+2
2.18923E+2	4.73997E-8	1.02966E-3	6.95719E-2	6.81305E-7	3.29768E-9	-1.40783E+2
2.19643E+2	-3.07748E-7	1.04603E-3	7.06780E-2	-4.35423E-6	-2.17510E-8	-1.40783E+2
2.20363E+2	3.56428E-7	1.04715E-3	7.07535E-2	5.03760E-6	2.52185E-8	-1.40782E+2
2.21083E+2	1.54165E-6	1.05416E-3	7.12274E-2	2.16441E-5	1.09808E-7	-1.40781E+2
2.21804E+2	5.75616E-8	1.05234E-3	7.11042E-2	8.09538E-7	4.09287E-9	-1.40783E+2
2.22524E+2	4.25262E-8	1.06546E-3	7.19906E-2	5.90719E-7	3.06149E-9	-1.40783E+2
2.23244E+2	9.31221E-7	1.05896E-3	7.15516E-2	1.30147E-5	6.66304E-8	-1.40782E+2
2.23962E+2	3.57826E-7	1.03918E-3	7.02152E-2	5.09614E-6	2.51248E-8	-1.40782E+2
2.24683E+2	9.72948E-7	1.04602E-3	7.06772E-2	1.37661E-5	6.87652E-8	-1.40782E+2
2.25402E+2	1.23542E-6	1.04801E-3	7.08114E-2	1.74466E-5	8.74817E-8	-1.40781E+2
2.26122E+2	7.43314E-7	1.05328E-3	7.11679E-2	1.04445E-5	5.29001E-8	-1.40782E+2
2.26842E+2	4.19857E-7	1.02765E-3	6.94356E-2	6.04671E-6	2.91531E-8	-1.40782E+2
2.27522E+2	1.19576E-8	1.02803E-3	6.94618E-2	1.72147E-7	8.30599E-10	-1.40783E+2
2.28243E+2	8.73988E-7	1.02911E-3	6.95341E-2	1.25692E-5	6.07720E-8	-1.40782E+2
2.28963E+2	1.33542E-6	1.02561E-3	6.92982E-2	1.92706E-5	9.25422E-8	-1.40781E+2
2.29682E+2	5.51602E-7	1.04106E-3	7.03417E-2	7.84176E-6	3.88006E-8	-1.40782E+2
2.30403E+2	6.30716E-8	1.04514E-3	7.06177E-2	8.93141E-7	4.45397E-9	-1.40783E+2
2.31122E+2	1.31334E-6	1.05493E-3	7.12792E-2	1.84252E-5	9.36135E-8	-1.40781E+2
2.31843E+2	6.41263E-7	1.05366E-3	7.11935E-2	9.00733E-6	4.56538E-8	-1.40782E+2
2.32562E+2	9.35716E-8	1.04886E-3	7.08688E-2	1.32035E-6	6.63131E-9	-1.40783E+2
2.33281E+2	5.61000E-8	1.05438E-3	7.12422E-2	7.87455E-7	3.99668E-9	-1.40783E+2
2.33961E+2	1.52020E-6	1.01845E-3	6.88139E-2	2.20915E-5	1.04611E-7	-1.40781E+2
2.34581E+2	-4.38973E-8	1.08243E-3	7.31369E-2	-6.00207E-7	-3.21051E-9	-1.40783E+2
2.35301E+2	-7.94318E-8	1.07400E-3	7.25676E-2	-1.09459E-6	-5.76417E-9	-1.40783E+2
2.36021E+2	4.10306E-8	1.07234E-3	7.24556E-2	5.66286E-7	2.97290E-9	-1.40783E+2
2.36742E+2	1.26729E-6	1.11065E-3	7.50441E-2	1.68872E-5	9.51025E-8	-1.40781E+2
2.37462E+2	1.16756E-6	1.14619E-3	7.74451E-2	1.50759E-5	9.04216E-8	-1.40782E+2
2.38181E+2	1.01069E-6	1.10314E-3	7.45364E-2	1.35597E-5	7.53334E-8	-1.40782E+2
2.38901E+2	1.35537E-7	1.06349E-3	7.18575E-2	1.88619E-6	9.73936E-9	-1.40782E+2
2.39621E+2	2.87127E-7	1.06359E-3	7.18640E-2	3.99542E-6	2.06341E-8	-1.40782E+2
2.40340E+2	3.17962E-7	1.03360E-3	6.98378E-2	4.55287E-6	2.22058E-8	-1.40782E+2
2.40960E+2	8.24991E-7	1.07989E-3	7.29652E-2	1.13066E-5	6.01956E-8	-1.40782E+2
2.41562E+2	-6.32446E-8	1.06297E-3	7.18221E-2	-8.80573E-7	-4.54236E-9	-1.40783E+2
2.42201E+2	1.39517E-6	1.08086E-3	7.30312E-2	1.91038E-5	1.01891E-7	-1.40781E+2
2.42921E+2	1.06251E-6	1.06771E-3	7.21428E-2	1.47278E-5	7.66523E-8	-1.40782E+2
2.43640E+2	5.11640E-7	1.04556E-3	7.06460E-2	7.24231E-6	3.61453E-8	-1.40782E+2
2.44362E+2	1.04231E-6	1.05754E-3	7.14555E-2	1.45868E-5	7.44787E-8	-1.40782E+2
2.45081E+2	1.48332E-6	1.05009E-3	7.09519E-2	2.09060E-5	1.05244E-7	-1.40781E+2
2.45800E+2	1.60526E-6	1.03926E-3	7.02200E-2	2.28605E-5	1.12722E-7	-1.40781E+2
2.46520E+2	1.04345E-6	1.04730E-3	7.07632E-2	1.47457E-5	7.38380E-8	-1.40782E+2
2.47240E+2	1.64788E-6	1.05879E-3	7.15397E-2	2.30345E-5	1.17889E-7	-1.40781E+2
2.47861E+2	1.74669E-7	1.04624E-3	7.06921E-2	2.47084E-6	1.23477E-8	-1.40782E+2
2.48460E+2	6.70038E-7	1.05940E-3	7.15812E-2	9.36053E-6	4.79622E-8	-1.40782E+2
2.49100E+2	1.16370E-6	1.06430E-3	7.19121E-2	1.61823E-5	8.36841E-8	-1.40781E+2
2.49818E+2	1.52670E-6	1.07650E-3	7.27363E-2	2.09896E-5	1.11047E-7	-1.40781E+2
2.50540E+2	4.79033E-7	1.06947E-3	7.22614E-2	6.62917E-6	3.46156E-8	-1.40782E+2
2.51260E+2	5.21946E-7	1.04895E-3	7.08749E-2	7.36433E-6	3.69929E-8	-1.40782E+2
2.51980E+2	1.55437E-7	1.04159E-3	7.03777E-2	2.20861E-6	1.09393E-8	-1.40782E+2
2.52700E+2	1.84242E-7	1.04228E-3	7.04240E-2	2.61618E-6	1.29750E-8	-1.40782E+2
2.53420E+2	7.41098E-7	1.04250E-3	7.04393E-2	1.05211E-5	5.22024E-8	-1.40782E+2
2.54139E+2	1.67279E-6	1.04628E-3	7.06949E-2	2.36621E-5	1.18258E-7	-1.40781E+2
2.54860E+2	1.21961E-7	1.06208E-3	7.17618E-2	1.69952E-6	8.75214E-9	-1.40782E+2
2.55460E+2	4.97661E-7	1.05770E-3	7.14661E-2	6.96360E-6	3.55659E-8	-1.40782E+2
2.56158E+2	-1.31316E-7	1.07840E-3	7.28650E-2	-1.80218E-6	-9.56835E-9	-1.40783E+2
2.56879E+2	1.00428E-6	1.06409E-3	7.18978E-2	1.39681E-5	7.22052E-8	-1.40782E+2
2.57599E+2	6.27690E-7	1.08016E-3	7.29839E-2	8.60040E-6	4.58113E-8	-1.40782E+2
2.58319E+2	1.73344E-6	1.08965E-3	7.36248E-2	2.35442E-5	1.27624E-7	-1.40781E+2
2.59039E+2	1.44546E-6	1.10366E-3	7.45717E-2	1.93835E-5	1.07790E-7	-1.40781E+2
2.59759E+2	-4.23388E-7	1.11166E-3	7.51120E-2	-5.63676E-6	-3.18015E-8	-1.40783E+2
2.60478E+2	6.37774E-7	1.07899E-3	7.29047E-2	8.74804E-6	4.64967E-8	-1.40782E+2
2.61199E+2	9.58716E-7	1.07878E-3	7.28907E-2	1.31528E-5	6.98815E-8	-1.40782E+2
2.61918E+2	1.06029E-6	1.07224E-3	7.24489E-2	1.46349E-5	7.68164E-8	-1.40782E+2
2.62579E+2	1.22242E-6	1.04258E-3	7.04445E-2	1.73530E-5	8.61130E-8	-1.40781E+2
2.63298E+2	4.39381E-7	1.05945E-3	7.15842E-2	6.13797E-6	3.14527E-8	-1.40782E+2
2.64017E+2	7.22353E-7	1.05621E-3	7.13657E-2	1.01219E-5	5.15512E-8	-1.40782E+2
2.64738E+2	5.25242E-7	1.07996E-3	7.29700E-2	7.19805E-6	3.83269E-8	-1.40782E+2
2.65458E+2	9.99962E-7	1.10717E-3	7.48086E-2	1.33669E-5	7.48058E-8	-1.40782E+2
2.66178E+2	7.72242E-7	1.09046E-3	7.36796E-2	1.04811E-5	5.68985E-8	-1.40782E+2
2.66899E+2	1.18994E-6	1.08710E-3	7.34524E-2	1.62001E-5	8.74037E-8	-1.40781E+2
2.67618E+2	1.50857E-6	1.08724E-3	7.34624E-2	2.05353E-5	1.10823E-7	-1.40781E+2
2.68338E+2	1.19211E-6	1.06272E-3	7.18057E-2	1.66018E-5	8.56000E-8	-1.40781E+2
2.69058E+2	9.93107E-7	1.06110E-3	7.16960E-2	1.38516E-5	7.12018E-8	-1.40782E+2
2.69777E+2	1.87360E-6	1.08055E-3	7.30102E-2	2.56621E-5	1.36792E-7	-1.40781E+2
2.70497E+2	7.08867E-7	1.08667E-3	7.34237E-2	9.65446E-6	5.20476E-8	-1.40782E+2
2.71217E+2	1.30622E-6	1.08130E-3	7.30610E-2	1.78784E-5	9.54334E-8	-1.40781E+2
2.71937E+2	3.44344E-7	1.07217E-3	7.24438E-2	4.75326E-6	2.49456E-8	-1.40782E+2
2.72657E+2	1.04945E-7	1.07345E-3	7.25306E-2	1.44690E-6	7.61171E-9	-1.40783E+2
2.73378E+2	1.77735E-6	1.08115E-3	7.30504E-2	2.43304E-5	1.29836E-7	-1.40781E+2
2.74098E+2	1.21368E-6	1.08239E-3	7.31342E-2	1.65952E-5	8.87611E-8	-1.40781E+2
2.74818E+2	1.32758E-6	1.07002E-3	7.22985E-2	1.83625E-5	9.59822E-8	-1.40781E+2
2.75537E+2	4.53888E-7	1.05745E-3	7.14496E-2	6.35257E-6	3.24301E-8	-1.40782E+2
2.76257E+2	-6.17917E-7	1.05113E-3	7.10224E-2	-8.70031E-6	-4.38859E-8	-1.40783E+2
2.76977E+2	1.04109E-6	1.05634E-3	7.13740E-2	1.45864E-5	7.43068E-8	-1.40782E+2
2.77696E+2	-1.71490E-7	1.06708E-3	7.21002E-2	-2.37849E-6	-1.23644E-8	-1.40783E+2
2.78416E+2	4.23964E-7	1.05879E-3	7.15400E-2	5.92625E-6	3.03304E-8	-1.40782E+2
2.79136E+2	1.33951E-6	1.01985E-3	6.89090E-2	1.94388E-5	9.23039E-8	-1.40781E+2
2.79855E+2	3.83812E-7	1.04340E-3	7.05003E-2	5.44413E-6	2.70589E-8	-1.40782E+2
2.80577E+2	3.61102E-7	1.05834E-3	7.15097E-2	5.04969E-6	2.58223E-8	-1.40782E+2
2.81297E+2	2.17715E-7	1.06960E-3	7.22700E-2	3.01252E-6	1.57343E-8	-1.40782E+2
2.82017E+2	7.88282E-7	1.08326E-3	7.31934E-2	1.07699E-5	5.76971E-8	-1.40782E+2
2.82736E+2	-4.31392E-7	1.09297E-3	7.38494E-2	-5.84151E-6	-3.18580E-8	-1.40783E+2
2.83456E+2	1.17108E-7	1.09146E-3	7.37474E-2	1.58797E-6	8.63643E-9	-1.40782E+2
2.84176E+2	9.07592E-9	1.09735E-3	7.41454E-2	1.22407E-7	6.72937E-10	-1.40783E+2
2.84896E+2	-1.68920E-7	1.07551E-3	7.26697E-2	-2.32449E-6	-1.22753E-8	-1.40783E+2
2.85615E+2	-1.91693E-7	1.08102E-3	7.30417E-2	-2.62443E-6	-1.40015E-8	-1.40783E+2
2.86334E+2	1.26320E-6	1.07720E-3	7.27836E-2	1.73556E-5	9.19403E-8	-1.40781E+2
2.87054E+2	7.74851E-7	1.05787E-3	7.14776E-2	1.08405E-5	5.53845E-8	-1.40782E+2
2.87776E+2	9.94632E-7	1.07853E-3	7.28738E-2	1.36487E-5	7.24826E-8	-1.40782E+2
2.88496E+2	6.68408E-8	1.06758E-3	7.21335E-2	9.26627E-7	4.82146E-9	-1.40783E+2
2.89216E+2	7.36109E-7	1.05906E-3	7.15584E-2	1.02868E-5	5.26748E-8	-1.40782E+2
2.89936E+2	-5.08332E-8	1.05982E-3	7.16094E-2	-7.09867E-7	-3.64013E-9	-1.40783E+2
2.90655E+2	9.58146E-7	1.03847E-3	7.01668E-2	1.36553E-5	6.72300E-8	-1.40782E+2
2.91375E+2	1.19816E-6	1.03914E-3	7.02122E-2	1.70649E-5	8.41255E-8	-1.40781E+2
2.92096E+2	-1.19301E-7	1.04476E-3	7.05920E-2	-1.69000E-6	-8.42168E-9	-1.40783E+2
2.92814E+2	5.82178E-7	1.04303E-3	7.04750E-2	8.26079E-6	4.10290E-8	-1.40782E+2
2.93534E+2	1.01026E-6	1.03366E-3	6.98422E-2	1.44649E-5	7.05588E-8	-1.40782E+2
2.94174E+2	7.07590E-7	1.19065E-3	8.04493E-2	8.79548E-6	5.69251E-8	-1.40782E+2
2.94895E+2	1.61297E-6	1.06071E-3	7.16697E-2	2.25056E-5	1.15601E-7	-1.40781E+2
2.95615E+2	3.48964E-7	1.00553E-3	6.79409E-2	5.13629E-6	2.37089E-8	-1.40782E+2
2.96335E+2	9.36536E-7	1.02453E-3	6.92253E-2	1.35288E-5	6.48320E-8	-1.40782E+2
2.97056E+2	1.30898E-7	1.34994E-3	9.12124E-2	1.43509E-6	1.19395E-8	-1.40783E+2
2.97775E+2	9.53649E-7	8.44013E-4	5.70279E-2	1.67225E-5	5.43846E-8	-1.40781E+2
2.98494E+2	1.08227E-6	1.15419E-3	7.79860E-2	1.38777E-5	8.44019E-8	-1.40782E+2
2.99214E+2	6.46919E-8	-2.87653E-3	-1.94360E-1	-3.32846E-7	-1.25735E-8	-1.40783E+2
2.99932E+2	2.59612E-7	-8.14251E-5	-5.50170E-3	-4.71876E-5	-1.42831E-9	-1.40786E+2
3.00612E+2	9.81174E-7	-4.82079E-3	-3.25729E-1	-3.01224E-6	-3.19597E-7	-1.40783E+2
3.01214E+2	6.63315E-7	9.87143E-3	6.66989E-1	9.94492E-7	4.42424E-7	-1.40783E+2
3.01854E+2	4.53723E-7	2.67560E-4	1.80784E-2	2.50976E-5	8.20256E-9	-1.40781E+2
3.02574E+2	6.90489E-7	4.89479E-4	3.30729E-2	2.08778E-5	2.28365E-8	-1.40781E+2
3.03294E+2	-9.39746E-7	9.72302E-4	6.56961E-2	-1.43044E-5	-6.17377E-8	-1.40784E+2
3.04015E+2	7.30026E-10	9.93672E-4	6.71400E-2	1.08732E-8	4.90140E-11	-1.40783E+2
3.04735E+2	1.19002E-6	1.07506E-3	7.26394E-2	1.63825E-5	8.64420E-8	-1.40781E+2
3.05453E+2	9.15811E-7	9.98040E-4	6.74352E-2	1.35806E-5	6.17579E-8	-1.40782E+2
3.06174E+2	3.13192E-7	9.78605E-4	6.61220E-2	4.73658E-6	2.07089E-8	-1.40782E+2
3.06893E+2	-1.40311E-7	1.24984E-3	8.44488E-2	-1.66149E-6	-1.18491E-8	-1.40783E+2
3.07513E+2	4.98767E-7	1.11018E-3	7.50119E-2	6.64918E-6	3.74134E-8	-1.40782E+2
3.08114E+2	2.34216E-7	1.06363E-3	7.18672E-2	3.25901E-6	1.68324E-8	-1.40782E+2
3.08713E+2	1.11186E-6	1.08604E-3	7.33813E-2	1.51519E-5	8.15901E-8	-1.40782E+2
3.09411E+2	8.05064E-7	1.10914E-3	7.49419E-2	1.07425E-5	6.03330E-8	-1.40782E+2
3.10133E+2	-2.90296E-7	1.08900E-3	7.35809E-2	-3.94526E-6	-2.13602E-8	-1.40783E+2
3.10853E+2	1.31349E-6	1.12191E-3	7.58049E-2	1.73273E-5	9.95692E-8	-1.40781E+2
3.11574E+2	-1.21036E-6	1.08587E-3	7.33695E-2	-1.64968E-5	-8.88034E-8	-1.40784E+2
3.12294E+2	4.79903E-7	1.02178E-3	6.90390E-2	6.95119E-6	3.31321E-8	-1.40782E+2
3.13013E+2	2.53521E-7	1.02580E-3	6.93105E-2	3.65776E-6	1.75717E-8	-1.40782E+2
3.13733E+2	-2.02104E-8	1.12511E-3	7.60209E-2	-2.65853E-7	-1.53641E-9	-1.40783E+2
3.14453E+2	1.15046E-7	1.09063E-3	7.36914E-2	1.56118E-6	8.47787E-9	-1.40782E+2
3.15052E+2	8.34120E-7	1.10569E-3	7.47090E-2	1.11649E-5	6.23162E-8	-1.40782E+2
3.15670E+2	5.00776E-7	1.08644E-3	7.34084E-2	6.82178E-6	3.67612E-8	-1.40782E+2
3.16390E+2	7.14771E-7	1.08210E-3	7.31147E-2	9.77603E-6	5.22603E-8	-1.40782E+2
3.17111E+2	7.75888E-7	1.05485E-3	7.12735E-2	1.08861E-5	5.53003E-8	-1.40782E+2
3.17832E+2	7.77197E-7	1.09250E-3	7.38175E-2	1.05286E-5	5.73708E-8	-1.40782E+2
3.18553E+2	3.76039E-7	1.04758E-3	7.07821E-2	5.31263E-6	2.66169E-8	-1.40782E+2
3.19273E+2	3.55284E-8	1.04306E-3	7.04768E-2	5.04115E-7	2.50393E-9	-1.40783E+2
3.19993E+2	1.81521E-7	1.01627E-3	6.86672E-2	2.64348E-6	1.24645E-8	-1.40782E+2
3.20712E+2	5.58166E-7	4.81051E-4	3.25034E-2	1.71725E-5	1.81423E-8	-1.40781E+2
3.21432E+2	3.28885E-8	2.48752E-6	1.68076E-4	1.95677E-4	5.52777E-12	-1.40769E+2
3.22112E+2	2.91611E-7	7.60526E-5	5.13869E-3	5.67480E-5	1.49850E-9	-1.40779E+2
3.22809E+2	6.61202E-7	9.63052E-4	6.50711E-2	1.01612E-5	4.30251E-8	-1.40782E+2
3.23529E+2	1.34373E-7	-2.47868E-3	-1.67478E-1	-8.02328E-7	-2.25045E-8	-1.40783E+2
3.24250E+2	6.25102E-7	2.29173E-3	1.54847E-1	4.03691E-6	9.67948E-8	-1.40782E+2
3.24971E+2	-3.00665E-7	5.80380E-4	3.92148E-2	-7.66711E-6	-1.17905E-8	-1.40783E+2
3.25691E+2	6.92077E-7	1.12773E-2	7.61983E-1	9.08259E-7	5.27351E-7	-1.40783E+2
3.26412E+2	7.99310E-7	5.30658E-3	3.58553E-1	2.22927E-6	2.86595E-7	-1.40782E+2
3.27132E+2	-5.49474E-7	1.59859E-2	1.08013E+0	-5.08713E-7	-5.93502E-7	-1.40783E+2
3.27851E+2	1.08118E-6	2.09579E-2	1.41608E+0	7.63507E-7	1.53104E-6	-1.40783E+2
3.28571E+2	7.04510E-7	9.87612E-3	6.67305E-1	1.05575E-6	4.70124E-7	-1.40783E+2
3.29291E+2	1.48660E-8	2.42457E-2	1.63822E+0	9.07449E-9	2.43538E-8	-1.40783E+2
3.30009E+2	-3.16478E-7	-1.36085E-2	-9.19492E-1	3.44187E-7	2.90999E-7	-1.40783E+2
3.30730E+2	6.14564E-7	-2.46345E-2	-1.66449E+0	-3.69220E-7	-1.02294E-6	-1.40783E+2
3.31450E+2	6.92447E-7	2.21449E-3	1.49628E-1	4.62780E-6	1.03609E-7	-1.40782E+2
3.32171E+2	2.30551E-7	8.35383E-3	5.64448E-1	4.08455E-7	1.30134E-7	-1.40783E+2
3.32891E+2	2.44317E-7	-2.21837E-3	-1.49890E-1	-1.62998E-6	-3.66207E-8	-1.40783E+2
3.33611E+2	6.99456E-7	-1.23641E-2	-8.35414E-1	-8.37256E-7	-5.84335E-7	-1.40783E+2
3.34332E+2	1.03825E-6	-1.06096E-3	-7.16865E-2	-1.44832E-5	-7.44287E-8	-1.40784E+2
3.35051E+2	3.20983E-8	7.94376E-3	5.36741E-1	5.98023E-8	1.72285E-8	-1.40783E+2
3.35770E+2	1.78424E-7	-1.37707E-2	-9.30453E-1	-1.91760E-7	-1.66015E-7	-1.40783E+2
3.36491E+2	1.03099E-8	1.52903E-3	1.03313E-1	9.97927E-8	1.06515E-9	-1.40783E+2
3.37208E+2	-4.32005E-7	-5.62535E-4	-3.80091E-2	1.13658E-5	1.64201E-8	-1.40782E+2
3.37928E+2	-2.70490E-7	3.90491E-3	2.63845E-1	-1.02519E-6	-7.13677E-8	-1.40783E+2
3.38648E+2	2.20213E-7	1.18893E-2	8.03334E-1	2.74124E-7	1.76904E-7	-1.40783E+2
3.39368E+2	7.84284E-7	1.02429E-2	6.92086E-1	1.13322E-6	5.42792E-7	-1.40783E+2
3.40089E+2	5.00082E-7	-2.51481E-2	-1.69919E+0	-2.94305E-7	-8.49736E-7	-1.40783E+2
3.40811E+2	6.63326E-7	5.06661E-3	3.42338E-1	1.93763E-6	2.27082E-7	-1.40782E+2
3.41530E+2	9.18409E-7	2.00946E-3	1.35774E-1	6.76424E-6	1.24696E-7	-1.40782E+2
3.42249E+2	4.13954E-7	7.04550E-4	4.76047E-2	8.69565E-6	1.97062E-8	-1.40782E+2
3.42970E+2	-7.37932E-7	7.73171E-4	5.22413E-2	-1.41254E-5	-3.85505E-8	-1.40784E+2
3.43689E+2	1.21966E-7	-4.90273E-3	-3.31265E-1	-3.68183E-7	-4.04032E-8	-1.40783E+2
3.44408E+2	-1.76522E-7	7.36560E-3	4.97676E-1	-3.54692E-7	-8.78505E-8	-1.40783E+2
3.45128E+2	3.90404E-7	1.86430E-2	1.25966E+0	3.09928E-7	4.91776E-7	-1.40783E+2
3.45847E+2	1.50286E-7	1.35012E-3	9.12240E-2	1.64744E-6	1.37097E-8	-1.40782E+2
3.46566E+2	1.28965E-7	1.60208E-3	1.08249E-1	1.19137E-6	1.39603E-8	-1.40783E+2
3.47289E+2	3.85397E-7	1.32712E-3	8.96700E-2	4.29795E-6	3.45585E-8	-1.40782E+2
3.48009E+2	1.06301E-6	1.65815E-3	1.12037E-1	9.48800E-6	1.19096E-7	-1.40782E+2
3.48730E+2	-4.50885E-9	1.11042E-3	7.50283E-2	-6.00954E-8	-3.38292E-10	-1.40783E+2
3.49449E+2	1.31688E-6	1.12883E-3	7.62726E-2	1.72655E-5	1.00442E-7	-1.40781E+2
3.50168E+2	7.82272E-8	6.57428E-4	4.44208E-2	1.76105E-6	3.47491E-9	-1.40782E+2
3.50888E+2	2.75064E-7	-1.40726E-2	-1.22370E+0	-2.24780E-7	-3.36596E-7	-1.40783E+2
3.51609E+2	1.04653E-7	8.47378E-3	7.36850E-1	1.42027E-7	7.71134E-8	-1.40783E+2
3.52327E+2	4.38414E-7	7.99876E-3	6.95545E-1	6.30318E-7	3.04937E-7	-1.40783E+2
3.53046E+2	9.91282E-7	-8.23782E-4	-7.16333E-2	-1.38383E-5	-7.10087E-8	-1.40784E+2
3.53765E+2	-8.09927E-7	-2.10805E-3	-1.83308E-1	4.41839E-6	1.48466E-7	-1.40782E+2
3.54488E+2	1.10723E-6	2.65413E-3	2.30794E-1	4.79749E-6	2.55542E-7	-1.40782E+2
3.55208E+2	-2.44012E-6	2.28864E-3	1.99012E-1	-1.22612E-5	-4.85614E-7	-1.40783E+2
3.55929E+2	3.94628E-7	2.16465E-3	1.88230E-1	2.09652E-6	7.42810E-8	-1.40782E+2
